state_abbr,year,quarter,utilization_type,moud_generic,ndc,scripts,total_reimb,medicaid_reimb,nonmedicaid_reimb,suppressed_cells
AK,1991,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1991,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1991,3,FFSU,Methadone,00054355663,0,0,0,0,1
AK,1992,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1992,4,FFSU,Methadone,00054355663,0,0,0,0,1
AK,1993,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1993,1,FFSU,Methadone,00054355663,13,556.9,0,0,0
AK,1993,2,FFSU,Methadone,00054355663,0,0,0,0,1
AK,1993,3,FFSU,Methadone,00054355663,0,0,0,0,1
AK,1993,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1994,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1994,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1994,2,FFSU,Methadone,00054355663,0,0,0,0,1
AK,1994,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1995,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1995,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1995,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1996,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1996,1,FFSU,Methadone,00054453825,0,0,0,0,1
AK,1996,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1996,2,FFSU,Methadone,00054453825,0,0,0,0,1
AK,1996,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1996,3,FFSU,Methadone,00054453825,0,0,0,0,1
AK,1996,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1996,4,FFSU,Methadone,00054355663,0,0,0,0,1
AK,1996,4,FFSU,Methadone,00054453825,0,0,0,0,1
AK,1997,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1997,1,FFSU,Methadone,00054355663,0,0,0,0,1
AK,1997,1,FFSU,Methadone,00054453825,0,0,0,0,1
AK,1997,2,FFSU,Methadone,00054355663,0,0,0,0,1
AK,1997,2,FFSU,Methadone,00054453825,0,0,0,0,1
AK,1997,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1997,3,FFSU,Methadone,00054453825,25,887.8,0,0,0
AK,1997,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1997,4,FFSU,Methadone,00054453825,30,1217.85,0,0,0
AK,1998,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1998,1,FFSU,Methadone,00054453825,34,1529.18,0,0,0
AK,1998,2,FFSU,Methadone,00054453825,26,1442,0,0,0
AK,1998,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1998,3,FFSU,Methadone,00054453825,29,1484.12,0,0,0
AK,1998,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1998,4,FFSU,Methadone,00054355663,0,0,0,0,1
AK,1998,4,FFSU,Methadone,00054453825,36,1740.71,0,0,0
AK,1999,1,FFSU,Methadone,00054453825,40,2308.66,0,0,0
AK,1999,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1999,2,FFSU,Methadone,00054453825,18,1186.53,0,0,0
AK,1999,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,1999,3,FFSU,Methadone,00054453825,17,1199.24,0,0,0
AK,1999,4,FFSU,Methadone,00054453825,15,1010.35,0,0,0
AK,2000,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2000,1,FFSU,Methadone,00054453825,38,1301.73,0,0,0
AK,2000,1,FFSU,Methadone,00406151056,19,8007.15,0,0,0
AK,2000,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2000,2,FFSU,Methadone,00054453825,30,1232.78,0,0,0
AK,2000,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2000,3,FFSU,Methadone,00054453825,39,1635.8,0,0,0
AK,2000,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2000,4,FFSU,Methadone,00054453825,59,1944,0,0,0
AK,2000,4,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2001,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2001,1,FFSU,Methadone,00054453825,72,2355.62,0,0,0
AK,2001,1,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2001,2,FFSU,Methadone,00054355563,11,290.04,0,0,0
AK,2001,2,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2001,2,FFSU,Methadone,00054453825,96,3029.1,0,0,0
AK,2001,2,FFSU,Naltrexone,00406117001,0,0,0,0,1
AK,2001,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2001,3,FFSU,Methadone,00054453825,92,2874.46,0,0,0
AK,2001,3,FFSU,Naltrexone,00406117001,0,0,0,0,1
AK,2001,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2001,4,FFSU,Methadone,00054453825,83,2280.62,0,0,0
AK,2002,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2002,1,FFSU,Methadone,00054453825,126,3320.3,0,0,0
AK,2002,1,FFSU,Methadone,00406054034,0,0,0,0,1
AK,2002,1,FFSU,Naltrexone,00406117001,0,0,0,0,1
AK,2002,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2002,2,FFSU,Methadone,00054453825,154,4328.45,0,0,0
AK,2002,2,FFSU,Methadone,00406054034,0,0,0,0,1
AK,2002,2,FFSU,Naltrexone,00406117003,13,581.98,0,0,0
AK,2002,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2002,3,FFSU,Methadone,00054453825,184,6115.62,0,0,0
AK,2002,3,FFSU,Methadone,00406054034,0,0,0,0,1
AK,2002,3,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2002,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2002,4,FFSU,Methadone,00054453825,158,5404.86,0,0,0
AK,2002,4,FFSU,Methadone,00406054034,0,0,0,0,1
AK,2002,4,FFSU,Naltrexone,00406117003,13,672.52,0,0,0
AK,2003,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2003,1,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2003,1,FFSU,Methadone,00054453825,115,4123.14,0,0,0
AK,2003,1,FFSU,Methadone,00406054034,13,288.14,0,0,0
AK,2003,1,FFSU,Naltrexone,00406117003,14,829.49,0,0,0
AK,2003,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2003,2,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2003,2,FFSU,Methadone,00054453825,62,2626.51,0,0,0
AK,2003,2,FFSU,Methadone,00406054034,19,562.48,0,0,0
AK,2003,2,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2003,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2003,3,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2003,3,FFSU,Methadone,00054453825,47,1670.82,0,0,0
AK,2003,3,FFSU,Methadone,00406054034,21,610.87,0,0,0
AK,2003,3,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2003,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2003,4,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2003,4,FFSU,Methadone,00054453825,42,1684.84,0,0,0
AK,2003,4,FFSU,Methadone,00406054034,11,292.09,0,0,0
AK,2004,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2004,1,FFSU,Methadone,00054453825,40,1487.36,1487.36,0,0
AK,2004,1,FFSU,Methadone,00406054034,0,0,0,0,1
AK,2004,1,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2004,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2004,2,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2004,2,FFSU,Methadone,00406054034,16,443.79,0,0,0
AK,2004,2,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2004,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2004,3,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2004,3,FFSU,Methadone,00054453825,0,0,0,0,1
AK,2004,3,FFSU,Methadone,00406054034,19,580.43,0,0,0
AK,2004,3,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2004,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2004,4,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2004,4,FFSU,Methadone,00406054034,19,532.2,0,0,0
AK,2004,4,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2005,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2005,1,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2005,1,FFSU,Methadone,00406054034,25,722.55,0,0,0
AK,2005,1,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2005,2,FFSU,Methadone,00054355563,14,380.5,377.64,2.86,0
AK,2005,2,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2005,2,FFSU,Methadone,00406054034,28,893.67,0,0,0
AK,2005,2,FFSU,Naltrexone,00406117003,15,2612.06,0,0,0
AK,2005,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2005,3,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2005,3,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2005,3,FFSU,Methadone,00406054034,52,1648.27,0,0,0
AK,2005,3,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2005,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2005,4,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2005,4,FFSU,Methadone,00406054034,33,1028.07,0,0,0
AK,2005,4,FFSU,Methadone,00406577101,0,0,0,0,1
AK,2005,4,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2006,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2006,1,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2006,1,FFSU,Methadone,00406054034,11,381.96,0,0,0
AK,2006,1,FFSU,Methadone,00406577101,19,615.09,0,0,0
AK,2006,1,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2006,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2006,2,FFSU,Methadone,00406052710,11,165.59,0,0,0
AK,2006,2,FFSU,Methadone,00406054034,15,378.77,0,0,0
AK,2006,2,FFSU,Methadone,00406575501,0,0,0,0,1
AK,2006,2,FFSU,Methadone,00406577101,45,1270.46,0,0,0
AK,2006,2,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2006,3,FFSU,Methadone,00054355344,0,0,0,0,1
AK,2006,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2006,3,FFSU,Methadone,00406052710,11,178.48,0,0,0
AK,2006,3,FFSU,Methadone,00406054034,13,350.67,0,0,0
AK,2006,3,FFSU,Methadone,00406575501,0,0,0,0,1
AK,2006,3,FFSU,Methadone,00406577101,130,3487.37,3378.11,109.26,0
AK,2006,3,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2006,4,FFSU,Methadone,00054355344,0,0,0,0,1
AK,2006,4,FFSU,Methadone,00054355563,13,112.85,0,0,0
AK,2006,4,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2006,4,FFSU,Methadone,00406054034,25,743.9,0,0,0
AK,2006,4,FFSU,Methadone,00406575501,17,195.65,0,0,0
AK,2006,4,FFSU,Methadone,00406577101,225,5291.01,0,0,0
AK,2006,4,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2007,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2007,1,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2007,1,FFSU,Methadone,00406054034,16,486.18,0,0,0
AK,2007,1,FFSU,Methadone,00406575501,16,227.1,227.1,0,0
AK,2007,1,FFSU,Methadone,00406577101,279,6610.27,0,0,0
AK,2007,1,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2007,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2007,2,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2007,2,FFSU,Methadone,00406054034,17,655.06,0,0,0
AK,2007,2,FFSU,Methadone,00406575501,38,501.54,0,0,0
AK,2007,2,FFSU,Methadone,00406577101,303,7418.85,7411.18,7.67,0
AK,2007,2,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2007,3,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2007,3,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2007,3,FFSU,Methadone,00406054034,16,525.76,0,0,0
AK,2007,3,FFSU,Methadone,00406575501,24,309.51,0,0,0
AK,2007,3,FFSU,Methadone,00406577101,273,5844.17,5840.01,4.16,0
AK,2007,3,FFSU,Naltrexone,00406117001,0,0,0,0,1
AK,2007,3,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2007,4,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2007,4,FFSU,Methadone,00406054034,14,486.38,486.38,0,0
AK,2007,4,FFSU,Methadone,00406575501,26,277.78,277.78,0,0
AK,2007,4,FFSU,Methadone,00406577101,297,6333.04,6326.51,6.53,0
AK,2007,4,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2008,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2008,1,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2008,1,FFSU,Methadone,00406054034,0,0,0,0,1
AK,2008,1,FFSU,Methadone,00406575501,17,166.64,166.64,0,0
AK,2008,1,FFSU,Methadone,00406577101,388,8824.09,8798.27,25.82,0
AK,2008,1,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2008,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2008,2,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2008,2,FFSU,Methadone,00406054034,0,0,0,0,1
AK,2008,2,FFSU,Methadone,00406575501,16,170.58,170.58,0,0
AK,2008,2,FFSU,Methadone,00406577101,305,7080.15,7064.25,15.9,0
AK,2008,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2008,3,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2008,3,FFSU,Methadone,00406054034,0,0,0,0,1
AK,2008,3,FFSU,Methadone,00406575501,30,287.24,287.24,0,0
AK,2008,3,FFSU,Methadone,00406577101,291,7035.56,7014.45,21.11,0
AK,2008,3,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2008,4,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2008,4,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2008,4,FFSU,Methadone,00406575501,20,193.97,193.97,0,0
AK,2008,4,FFSU,Methadone,00406577101,266,6748.08,6718.28,29.8,0
AK,2008,4,FFSU,Methadone,00406577162,0,0,0,0,1
AK,2008,4,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2009,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2009,1,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2009,1,FFSU,Methadone,00406575501,24,189.88,189.88,0,0
AK,2009,1,FFSU,Methadone,00406577101,294,7172.73,7107.63,65.1,0
AK,2009,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2009,2,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2009,2,FFSU,Methadone,00406575501,11,101.18,101.18,0,0
AK,2009,2,FFSU,Methadone,00406577101,251,5986.22,5942.82,43.4,0
AK,2009,2,FFSU,Naltrexone,65757030001,0,0,0,0,1
AK,2009,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2009,3,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2009,3,FFSU,Methadone,00406575501,0,0,0,0,1
AK,2009,3,FFSU,Methadone,00406577101,273,6754.09,6754.09,0,0
AK,2009,3,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2009,3,FFSU,Naltrexone,65757030001,27,25745.21,24751.15,994.06,0
AK,2009,4,FFSU,Buprenorphine,00054017713,22,6220.94,5444.62,776.32,0
AK,2009,4,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2009,4,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2009,4,FFSU,Methadone,00406575501,21,232.48,232.48,0,0
AK,2009,4,FFSU,Methadone,00406577101,259,6666.13,6644.39,21.74,0
AK,2009,4,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2009,4,FFSU,Naltrexone,65757030001,17,17793.73,17793.73,0,0
AK,2010,1,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2010,1,FFSU,Buprenorphine,00054017713,34,7066.13,6991.08,75.05,0
AK,2010,1,FFSU,Methadone,00054355563,24,453.99,453.99,0,0
AK,2010,1,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2010,1,FFSU,Methadone,00406575501,22,257.63,257.63,0,0
AK,2010,1,FFSU,Methadone,00406577101,296,7304.48,7295.52,8.96,0
AK,2010,1,FFSU,Naltrexone,65757030001,21,22169.34,22169.34,0,0
AK,2010,2,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2010,2,FFSU,Buprenorphine,00054017713,13,3050.2,2747.6,302.6,0
AK,2010,2,FFSU,Methadone,00054355563,12,204.63,204.63,0,0
AK,2010,2,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2010,2,FFSU,Methadone,00406575501,24,362.39,362.39,0,0
AK,2010,2,FFSU,Methadone,00406577101,288,7064.35,7046.43,17.92,0
AK,2010,2,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2010,2,FFSU,Naltrexone,65757030001,14,14776.77,14015.94,760.83,0
AK,2010,3,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2010,3,FFSU,Buprenorphine,00054017713,25,7778.26,7248.91,529.35,0
AK,2010,3,FFSU,Buprenorphine,12496120803,0,0,0,0,1
AK,2010,3,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2010,3,FFSU,Methadone,00406575501,22,311.9,311.9,0,0
AK,2010,3,FFSU,Methadone,00406577101,274,6781.91,6755.03,26.88,0
AK,2010,3,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2010,3,FFSU,Naltrexone,65757030001,17,17941.77,17180.94,760.83,0
AK,2010,4,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2010,4,FFSU,Buprenorphine,00054017713,78,24123.14,24123.14,0,0
AK,2010,4,FFSU,Buprenorphine,12496120203,45,4103.37,4103.37,0,0
AK,2010,4,FFSU,Buprenorphine,12496120803,83,9498.83,9498.83,0,0
AK,2010,4,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2010,4,FFSU,Methadone,00406575501,22,282.44,282.44,0,0
AK,2010,4,FFSU,Methadone,00406577101,291,7119.68,7083.84,35.84,0
AK,2010,4,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2010,4,FFSU,Naltrexone,65757030001,14,17246.42,17246.42,0,0
AK,2011,1,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2011,1,FFSU,Buprenorphine,00054017713,115,39994.32,39994.32,0,0
AK,2011,1,FFSU,Buprenorphine,12496120203,53,5518.06,5500.8,17.26,0
AK,2011,1,FFSU,Buprenorphine,12496120803,178,27736.6,27736.6,0,0
AK,2011,1,FFSU,Buprenorphine,59011075104,0,0,0,0,1
AK,2011,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2011,1,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2011,1,FFSU,Methadone,00406575501,19,233.17,233.17,0,0
AK,2011,1,FFSU,Methadone,00406577101,273,7147.48,7139.27,8.21,0
AK,2011,1,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2011,1,FFSU,Naltrexone,65757030001,19,23984.51,23984.51,0,0
AK,2011,2,FFSU,Buprenorphine,00054017713,111,38774.68,38774.68,0,0
AK,2011,2,FFSU,Buprenorphine,12496120203,47,5330.7,5201.41,129.29,0
AK,2011,2,FFSU,Buprenorphine,12496120803,243,45954.56,45873.88,80.68,0
AK,2011,2,FFSU,Buprenorphine,59011075104,0,0,0,0,1
AK,2011,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2011,2,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2011,2,FFSU,Methadone,00406575501,23,273.45,273.45,0,0
AK,2011,2,FFSU,Methadone,00406577101,227,5817.7,5817.7,0,0
AK,2011,2,FFSU,Naltrexone,65757030001,23,28841.08,27752.4,1088.68,0
AK,2011,3,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2011,3,FFSU,Buprenorphine,00054017713,80,26398.12,26398.12,0,0
AK,2011,3,FFSU,Buprenorphine,12496120203,52,6235.35,5928.38,306.97,0
AK,2011,3,FFSU,Buprenorphine,12496120803,264,65123.33,64750.08,373.25,0
AK,2011,3,FFSU,Buprenorphine,59011075104,0,0,0,0,1
AK,2011,3,FFSU,Buprenorphine,59011075204,0,0,0,0,1
AK,2011,3,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2011,3,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2011,3,FFSU,Methadone,00406575501,12,170.39,170.39,0,0
AK,2011,3,FFSU,Methadone,00406577101,212,5785.99,5785.99,0,0
AK,2011,3,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2011,3,FFSU,Naltrexone,65757030001,33,41128.36,38358.81,2769.55,0
AK,2011,4,FFSU,Buprenorphine,00054017713,101,17137.95,17137.95,0,0
AK,2011,4,FFSU,Buprenorphine,12496120203,105,9561.23,9561.23,0,0
AK,2011,4,FFSU,Buprenorphine,12496120803,379,84706.64,84706.64,0,0
AK,2011,4,FFSU,Buprenorphine,59011075104,0,0,0,0,1
AK,2011,4,FFSU,Buprenorphine,59011075204,0,0,0,0,1
AK,2011,4,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2011,4,FFSU,Methadone,00406575501,20,351.91,351.91,0,0
AK,2011,4,FFSU,Methadone,00406577101,223,5598.02,5589.64,8.38,0
AK,2011,4,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2011,4,FFSU,Naltrexone,65757030001,33,39550.3,39550.3,0,0
AK,2012,1,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2012,1,FFSU,Buprenorphine,00054017713,138,23692.09,23669.76,22.33,0
AK,2012,1,FFSU,Buprenorphine,12496120203,116,8378.78,8378.78,0,0
AK,2012,1,FFSU,Buprenorphine,12496120803,325,83335.79,83335.79,0,0
AK,2012,1,FFSU,Buprenorphine,59011075104,0,0,0,0,1
AK,2012,1,FFSU,Buprenorphine,59011075204,0,0,0,0,1
AK,2012,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2012,1,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2012,1,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2012,1,FFSU,Methadone,00406575501,18,359.73,359.73,0,0
AK,2012,1,FFSU,Methadone,00406577101,150,3872.89,3858.22,14.67,0
AK,2012,1,FFSU,Naltrexone,00406117003,0,0,0,0,1
AK,2012,1,FFSU,Naltrexone,65757030001,30,36115.53,35987.34,128.19,0
AK,2012,2,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2012,2,FFSU,Buprenorphine,00054017713,125,23304.38,23202.39,101.99,0
AK,2012,2,FFSU,Buprenorphine,12496120203,132,10449.2,10449.2,0,0
AK,2012,2,FFSU,Buprenorphine,12496120803,328,93546.93,92975.6,571.33,0
AK,2012,2,FFSU,Buprenorphine,59011075104,0,0,0,0,1
AK,2012,2,FFSU,Buprenorphine,59011075204,0,0,0,0,1
AK,2012,2,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2012,2,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2012,2,FFSU,Methadone,00406575501,17,241.65,241.65,0,0
AK,2012,2,FFSU,Methadone,00406577101,159,3836.56,3836.56,0,0
AK,2012,2,FFSU,Naltrexone,00406117001,0,0,0,0,1
AK,2012,2,FFSU,Naltrexone,00406117003,26,1009.25,972.01,37.24,0
AK,2012,2,FFSU,Naltrexone,65757030001,35,41497.48,38115.48,3382,0
AK,2012,3,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2012,3,FFSU,Buprenorphine,00054017713,177,32642.38,32642.38,0,0
AK,2012,3,FFSU,Buprenorphine,12496120203,123,11129.47,11129.47,0,0
AK,2012,3,FFSU,Buprenorphine,12496120803,406,122604.18,121961.56,642.62,0
AK,2012,3,FFSU,Buprenorphine,59011075104,0,0,0,0,1
AK,2012,3,FFSU,Buprenorphine,59011075204,0,0,0,0,1
AK,2012,3,FFSU,Methadone,00054355344,0,0,0,0,1
AK,2012,3,FFSU,Methadone,00054355663,0,0,0,0,1
AK,2012,3,FFSU,Methadone,00406052710,0,0,0,0,1
AK,2012,3,FFSU,Methadone,00406575501,18,306.88,306.88,0,0
AK,2012,3,FFSU,Methadone,00406577101,202,4405.67,4396.78,8.89,0
AK,2012,3,FFSU,Naltrexone,00406117001,0,0,0,0,1
AK,2012,3,FFSU,Naltrexone,00406117003,41,1638.78,1638.78,0,0
AK,2012,3,FFSU,Naltrexone,16729008101,0,0,0,0,1
AK,2012,3,FFSU,Naltrexone,16729008110,0,0,0,0,1
AK,2012,3,FFSU,Naltrexone,65757030001,26,32169.6,30258.86,1910.74,0
AK,2012,4,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2012,4,FFSU,Buprenorphine,00054017713,187,32854.23,32738.33,115.9,0
AK,2012,4,FFSU,Buprenorphine,12496120203,86,8552.4,8552.4,0,0
AK,2012,4,FFSU,Buprenorphine,12496120803,455,142109.59,141185.69,923.9,0
AK,2012,4,FFSU,Buprenorphine,59011075104,0,0,0,0,1
AK,2012,4,FFSU,Buprenorphine,59011075204,0,0,0,0,1
AK,2012,4,FFSU,Methadone,00054355344,0,0,0,0,1
AK,2012,4,FFSU,Methadone,00406575501,14,248.7,248.7,0,0
AK,2012,4,FFSU,Methadone,00406577101,235,5390.65,5390.65,0,0
AK,2012,4,FFSU,Methadone,66689069479,0,0,0,0,1
AK,2012,4,FFSU,Naltrexone,00406117001,0,0,0,0,1
AK,2012,4,FFSU,Naltrexone,00406117003,26,1333.58,1333.58,0,0
AK,2012,4,FFSU,Naltrexone,16729008101,0,0,0,0,1
AK,2012,4,FFSU,Naltrexone,16729008110,0,0,0,0,1
AK,2012,4,FFSU,Naltrexone,65757030001,27,33540.83,32585.46,955.37,0
AK,2013,1,FFSU,Buprenorphine,00054017613,0,0,0,0,1
AK,2013,1,FFSU,Buprenorphine,00054017713,178,30807.39,30686.19,121.2,0
AK,2013,1,FFSU,Buprenorphine,00228315503,0,0,0,0,1
AK,2013,1,FFSU,Buprenorphine,12496120203,85,8690.86,8690.86,0,0
AK,2013,1,FFSU,Buprenorphine,12496120803,514,161429.19,159097.64,2331.55,0
AK,2013,1,FFSU,Buprenorphine,59011075004,0,0,0,0,1
AK,2013,1,FFSU,Buprenorphine,59011075104,0,0,0,0,1
AK,2013,1,FFSU,Buprenorphine,59011075204,0,0,0,0,1
AK,2013,1,FFSU,Buprenorphine,65162041503,15,5759.28,5759.28,0,0
AK,2013,1,FFSU,Methadone,00054355563,0,0,0,0,1
AK,2013,1,FFSU,Methadone,00406575501,15,252.48,252.48,0,0
AK,2013,1,FFSU,Methadone,00406577101,262,5820.24,5820.24,0,0
AK,2013,1,FFSU,Naltrexone,00406117001,0,0,0,0,1
AK,2013,1,FFSU,Naltrexone,00406117003,29,962.15,962.15,0,0
AK,2013,1,FFSU,Naltrexone,16729008101,31,647,609.49,37.51,0
AK,2013,1,FFSU,Naltrexone,16729008110,0,0,0,0,1
AK,2013,1,FFSU,Naltrexone,47335032683,0,0,0,0,1
AK,2013,1,FFSU,Naltrexone,47335032688,0,0,0,0,1
AK,2013,1,FFSU,Naltrexone,65757030001,32,38353.12,37204.37,1148.75,0
AK,2013,2,FFSU,Buprenorphine,00054017613,0,0,0,0,1
