state_abbr,year,quarter,moud_generic,utilization_type,number_of_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed,scripts_per100k,total_reimb_per100k,medicaid_reimb_per100k,nonmedicaid_reimb_per100k,pop
KY,2009,4,Methadone,FFSU,1405,27021.47,26972.98,48.49,32.54519148849429,625.9209362637749,624.7977217902682,1.1232144735068244,NA
KY,2009,4,Naltrexone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2010,1,Buprenorphine,FFSU,543,137343.79,136208.98,1134.81,12.485201127852829,3157.946301678788,3131.8536109018114,26.09269077697729,NA
KY,2010,1,Methadone,FFSU,1585,31395.54,31312.75,82.78999999999999,36.443911211135784,721.877774249629,719.9741834552001,1.903590794428979,NA
KY,2010,1,Methadone,MCOU,72,1110.65,1110.65,0,1.6554962821462313,25.53717980230156,25.53717980230156,0,NA
KY,2010,1,Naltrexone,FFSU,24,1998.02,1998.02,0,0.5518320940487438,45.94048168963629,45.94048168963629,0,NA
KY,2010,1,Naltrexone,MCOU,0,0,0,0,0,0,0,0,NA
KY,2010,2,Buprenorphine,FFSU,361,68871.55,68871.55,0,8.300474414649855,1583.5638190367818,1583.5638190367818,0,NA
KY,2010,2,Buprenorphine,MCOU,0,0,0,0,0,0,0,0,NA
KY,2010,2,Methadone,FFSU,1326,25677.24,25637.45,39.79,30.488723196193096,590.3968799413402,589.4819883154153,0.9148916259249799,NA
KY,2010,2,Methadone,MCOU,238,3569.24,3569.24,0,5.472334932650043,82.06754930677243,82.06754930677243,0,NA
KY,2010,2,Naltrexone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2010,2,Naltrexone,MCOU,0,0,0,0,0,0,0,0,NA
KY,2010,3,Buprenorphine,FFSU,887,202819.96,202819.96,0,20.394794475884822,4663.440135070102,4663.440135070102,0,NA
KY,2010,3,Buprenorphine,MCOU,12,1973.68,1973.68,0,0.2759160470243719,45.380831974255194,45.380831974255194,0,NA
KY,2010,3,Methadone,FFSU,1418,27768.28,27746.12,22.16,32.60407955671328,638.4761708554938,637.9666458886554,0.5095249668383401,NA
KY,2010,3,Methadone,MCOU,193,2958.6,2958.6,0,4.437649756308648,68.02710139385889,68.02710139385889,0,NA
KY,2010,3,Naltrexone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2010,3,Naltrexone,MCOU,11,10788.03,10788.03,0,0.25292304310567426,248.0492160650279,248.0492160650279,0,NA
KY,2010,4,Buprenorphine,FFSU,2443,684861.22,684080.21,781.01,56.17190857337838,15747.01671522406,15729.058949233517,17.957765990542057,NA
KY,2010,4,Buprenorphine,MCOU,42,12190.77,12190.77,0,0.9657061645853017,280.3024223819418,280.3024223819418,0,NA
KY,2010,4,Methadone,FFSU,1154,21245.05,21236.48,8.57,26.533926522177097,488.48751790292766,488.29046785934446,0.19705004358323894,NA
KY,2010,4,Methadone,MCOU,247,3861.6,3861.6,0,5.6792719679183215,88.78978393244287,88.78978393244287,0,NA
KY,2010,4,Naltrexone,FFSU,11,785.89,785.89,0,0.25292304310567426,18.0699718496653,18.0699718496653,0,NA
KY,2010,4,Naltrexone,MCOU,0,0,0,0,0,0,0,0,NA
KY,2011,1,Buprenorphine,FFSU,5258,1560559.96,1556492.7300000002,4067.23,120.1983249501593,35674.53274558532,35581.55552360224,92.97722198308034,NA
KY,2011,1,Buprenorphine,MCOU,113,35580.58,35580.58,0,2.583189562451122,813.3750697518332,813.3750697518332,0,NA
KY,2011,1,Methadone,FFSU,1347,24842.11,24822.61,19.5,30.792533987802315,567.8927368253331,567.4469651751757,0.44577165015749454,NA
KY,2011,1,Methadone,MCOU,227,3520.3999999999996,3520.3999999999996,0,5.189239209525706,80.47664190843301,80.47664190843301,0,NA
KY,2011,1,Naltrexone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2011,1,Naltrexone,MCOU,11,12891.78,12891.78,0,0.25146093085807386,294.7071817470454,294.7071817470454,0,NA
KY,2011,2,Buprenorphine,FFSU,6126,1598407.57,1593937,4470.57,140.04087840332366,36539.732312981076,36437.53470446597,102.1976085151072,NA
KY,2011,2,Buprenorphine,MCOU,155,50612.100000000006,50612.100000000006,0,3.543313116636495,1156.9968889710838,1156.9968889710838,0,NA
KY,2011,2,Methadone,FFSU,1258,23431.43,23427.41,4.02,28.757986456314264,535.6444726487089,535.5525751085225,0.09189754018631424,NA
KY,2011,2,Methadone,MCOU,208,3243.0299999999997,3243.0299999999997,0,4.754897601679942,74.13594023642356,74.13594023642356,0,NA
KY,2011,2,Naltrexone,FFSU,23,14408.35,14352.57,55.78,0.525781946339609,329.37610028444806,328.10096476415134,1.275135520296669,NA
KY,2011,2,Naltrexone,MCOU,0,0,0,0,0,0,0,0,NA
KY,2011,3,Buprenorphine,FFSU,8051,2144961.32,2137910.68,7050.64,184.0465413034866,49033.99728925116,48872.81906220161,161.1782270495609,NA
KY,2011,3,Buprenorphine,MCOU,168,47397.08,47397.08,0,3.8404942167414915,1083.501259704963,1083.501259704963,0,NA
KY,2011,3,Methadone,FFSU,1439,28647.100000000002,28633.23,13.87,32.895661773160754,654.875130216757,654.5580608430296,0.3170693737274077,NA
KY,2011,3,Methadone,MCOU,225,3483.92,3483.92,0,5.143519040278783,79.64270602136915,79.64270602136915,0,NA
KY,2011,3,Naltrexone,FFSU,42,24520.55,24520.55,0,0.9601235541853729,560.541848013813,560.541848013813,0,NA
KY,2011,3,Naltrexone,MCOU,13,15235.74,15235.74,0,0.2971811001049964,348.2903057010536,348.2903057010536,0,NA
KY,2011,4,Buprenorphine,FFSU,4076,1070007.79,1067486.42,2521.37,93.1777049252281,24460.468627162765,24402.829895595707,57.63873156705652,NA
KY,2011,4,Buprenorphine,MCOU,6433,1675545.54,1667390.38,8155.16,147.05892438272627,38303.112834863095,38116.68518714522,186.42764771786634,NA
KY,2011,4,Methadone,FFSU,718,13370.97,13358.47,12.5,16.413540759645183,305.6615056977618,305.37575463996853,0.28575105779326576,NA
KY,2011,4,Methadone,MCOU,1045,12547.54,12547.54,0,23.888788431517014,286.8378262162651,286.8378262162651,0,NA
KY,2011,4,Naltrexone,FFSU,18,2448.77,1994.41,454.36,0.4114815232223027,55.979089423393226,45.59238137387737,10.386708049515859,NA
KY,2011,4,Naltrexone,MCOU,14,16347.71,16347.71,0,0.3200411847284576,373.71003399980384,373.71003399980384,0,NA
KY,2012,1,Buprenorphine,FFSU,45,13395.18,13395.18,0,1.024032681661691,304.82449103869,304.82449103869,0,NA
KY,2012,1,Buprenorphine,MCOU,13194,3201136.7199999997,3182431.16,18705.56,300.2463822632078,72845.96932771799,72420.30033285613,425.6689948618592,NA
KY,2012,1,Methadone,FFSU,54,757.34,757.34,0,1.2288392179940293,17.234242469548114,17.234242469548114,0,NA
KY,2012,1,Methadone,MCOU,1628,12498.77,12385.03,113.74,37.04722679433851,284.42553245717096,281.8372329635665,2.588299493604461,NA
KY,2012,1,Naltrexone,FFSU,17,2233.6,2002.22,231.38,0.38685679084997215,50.8284310613234,45.563082575037136,5.2653484862862685,NA
KY,2012,1,Naltrexone,MCOU,34,18041.170000000002,18041.170000000002,0,0.7737135816999443,410.54994878698784,410.54994878698784,0,NA
KY,2012,2,Buprenorphine,FFSU,24,5486.67,5486.67,0,0.5461507635529018,124.85620874428334,124.85620874428334,0,NA
KY,2012,2,Buprenorphine,MCOU,12657,3061103.35,3043283.5,17819.850000000002,288.0262589287116,69659.33049653524,69253.81696803948,405.5135284957575,NA
KY,2012,2,Methadone,FFSU,46,614.62,614.62,0,1.0467889634763952,13.986465928953523,13.986465928953523,0,NA
KY,2012,2,Methadone,MCOU,944,8656.09,8644.41,11.68,21.481930033080808,196.98042345344325,196.71463008184753,0.26579337159574556,NA
KY,2012,2,Naltrexone,FFSU,33,4854.82,4291.59,563.23,0.7509572998852401,110.47765207966246,97.66063147316659,12.817020606495872,NA
KY,2012,2,Naltrexone,MCOU,36,15095.8,15095.8,0,0.8192261453293528,343.52427901841236,343.52427901841236,0,NA
KY,2012,3,Buprenorphine,FFSU,46,9714.54,9714.54,0,1.0467889634763952,221.066809940217,221.066809940217,0,NA
KY,2012,3,Buprenorphine,MCOU,16170,3760726.1,3748244.33,12481.77,367.9690769437676,85580.14295951361,85296.1042838473,284.038675666321,NA
KY,2012,3,Methadone,FFSU,22,373.75,373.75,0,0.5006381999234933,8.505160328245712,8.505160328245712,0,NA
KY,2012,3,Methadone,MCOU,1131,9055.64,9010.51,45.13,25.7373547324305,206.07269585250833,205.04570485421075,1.0269909982976027,NA
KY,2012,3,Naltrexone,FFSU,19,2604.25,2080.47,523.78,0.43236935447938063,59.26304691594353,47.343761627037736,11.919285288905789,NA
KY,2012,3,Naltrexone,MCOU,28,1693.2,1693.2,0,0.6371758908117189,38.53093636865723,38.53093636865723,0,NA
KY,2012,4,Buprenorphine,FFSU,46,12096.62,12096.62,0,1.0467889634763952,275.2740937253877,275.2740937253877,0,NA
KY,2012,4,Buprenorphine,MCOU,17530,4103168.07,4093609.14,9558.93,398.9176202117654,93372.84893401612,93155.32322908909,217.52570492703086,NA
KY,2012,4,Methadone,FFSU,38,469.04,469.04,0,0.8647387089587613,10.673606422368879,10.673606422368879,0,NA
KY,2012,4,Methadone,MCOU,1169,9620.070000000002,9582.800000000001,37.27,26.60209344138926,218.9170239971819,218.06889737394786,0.8481266232340273,NA
KY,2012,4,Naltrexone,FFSU,37,4375.46,3443.75,931.71,0.841982427144057,99.56920082896583,78.36694549938774,21.20225532957809,NA
KY,2012,4,Naltrexone,MCOU,29,16381.68,16377.69,3.99,0.6599321726264231,372.78612667830424,372.6953291138636,0.09079756444066994,NA
KY,2013,1,Buprenorphine,FFSU,27,4943.36,4943.36,0,0.6113719253936046,111.93450078198997,111.93450078198997,0,NA
KY,2013,1,Buprenorphine,MCOU,21045,4934238.49,4918255.99,15982.5,476.53045073734853,111727.95874009379,111366.06052536775,361.8982147260476,NA
KY,2013,1,Methadone,FFSU,32,414,414,0,0.7245889486146425,9.374369522701938,9.374369522701938,0,NA
KY,2013,1,Methadone,MCOU,1090,8482.849999999999,8419.609999999999,63.24,24.68131106218626,192.08060508611624,190.64863617641655,1.4319689096996873,NA
KY,2013,1,Naltrexone,FFSU,32,2619.2200000000003,2181.57,437.65,0.7245889486146425,59.30805831220138,49.39817226966394,9.909886042537448,NA
KY,2013,1,Naltrexone,MCOU,14,609.45,609.45,0,0.3170076650189061,13.800022960412312,13.800022960412312,0,NA
KY,2013,2,Buprenorphine,FFSU,82,20259.74,20259.74,0,1.8567591808250214,458.74949080643813,458.74949080643813,0,NA
KY,2013,2,Buprenorphine,MCOU,23604,4988326.8100000005,4977732.1,10594.710000000001,534.4749232218757,112952.7024563792,112712.80215076113,239.90030561803252,NA
KY,2013,2,Methadone,FFSU,52,987.39,987.39,0,1.1774570414987942,22.35787131164412,22.35787131164412,0,NA
KY,2013,2,Methadone,MCOU,995,7727.25,7687.87,39.38,22.530187620986542,174.97124853695303,174.07955126206411,0.8916972748888946,NA
KY,2013,2,Naltrexone,FFSU,37,2601.6099999999997,2600.4,1.21,0.8378059718356804,58.909307956416875,58.881909436797386,0.02739851961949117,NA
KY,2013,2,Naltrexone,MCOU,36,2996.44,2929.88,66.56,0.8151625671914728,67.84960341208937,66.3424583989709,1.5071450131184565,NA
KY,2013,3,Buprenorphine,FFSU,76,19006.27,19006.27,0,1.7208987529597761,430.3666623870632,430.3666623870632,0,NA
KY,2013,3,Buprenorphine,MCOU,19587,4166166.08,4154376.7600000002,11789.32,443.5163667660939,94336.18436441208,94069.23402117203,266.9503432400493,NA
KY,2013,3,Methadone,FFSU,39,482.77,482.77,0,0.8830927811240956,10.931556460084092,10.931556460084092,0,NA
KY,2013,3,Methadone,MCOU,870,7201.69,7192.27,9.42,19.699762040460595,163.0707807921433,162.85747992039484,0.2133008717484354,NA
KY,2013,3,Naltrexone,FFSU,28,1669.24,1514.74,154.5,0.6340153300378122,37.79727676829706,34.29887075076699,3.498406017530071,NA
KY,2013,3,Naltrexone,MCOU,52,4303.299999999999,4273.66,29.64,1.1774570414987942,97.44136320541847,96.77021269176416,0.6711505136543127,NA
KY,2013,4,Buprenorphine,FFSU,110,27522.449999999997,27351.48,170.97,2.490774510862834,623.2019721499707,619.3306292579507,3.87134289202017,NA
KY,2013,4,Buprenorphine,MCOU,18435,4187885.1500000004,4177863.32,10021.83,417.43116461596674,94827.97805491797,94601.0497029525,226.92835196545886,NA
KY,2013,4,Methadone,FFSU,52,688,688,0,1.1774570414987942,15.578662395214815,15.578662395214815,0,NA
KY,2013,4,Methadone,MCOU,67,295.79,295.79,0,1.5171081111619078,6.697692659710161,6.697692659710161,0,NA
KY,2013,4,Naltrexone,FFSU,46,2954.6800000000003,2952.91,1.77,1.0415966136335486,66.90401483414725,66.86393600792701,0.040078826220247415,NA
KY,2013,4,Naltrexone,MCOU,60,4080.5299999999997,4080.5299999999997,0,1.3586042786524548,92.39709195282835,92.39709195282835,0,NA
KY,2014,1,Buprenorphine,FFSU,89,20051.7,20051.7,0,2.009408093850647,452.7196435445507,452.7196435445507,0,NA
KY,2014,1,Buprenorphine,MCOU,25992,5789413.470000001,5777712.74,11700.73,586.837473880517,130711.17174456136,130446.9971202247,264.17462433664133,NA
KY,2014,1,Methadone,FFSU,46,762.15,755.5699999999999,6.58,1.038570475473368,17.207532345261466,17.05897161203071,0.1485607332307557,NA
KY,2014,1,Methadone,MCOU,14,159.41,159.41,0,0.3160866664484164,3.5990982498958606,3.5990982498958606,0,NA
KY,2014,1,Naltrexone,FFSU,36,2509.15,2509.15,0,0.8127942851530706,56.65063279421742,56.65063279421742,0,NA
KY,2014,1,Naltrexone,MCOU,24,27153.72,27153.72,0,0.5418628567687137,613.0663454624066,613.0663454624066,0,NA
KY,2014,2,Buprenorphine,FFSU,60,14211.78,14211.78,0,1.3546571419217843,320.8681546070196,320.8681546070196,0,NA
KY,2014,2,Buprenorphine,MCOU,37486,8512932.66,8498564.44,14368.22,846.3446270346668,192201.75044280355,191877.35024547516,324.40019732839033,NA
KY,2014,2,Methadone,FFSU,66,889.6999999999999,883.64,6.06,1.4901228561139628,20.08730765279686,19.95048728146276,0.13682037133410022,NA
KY,2014,2,Methadone,MCOU,52,576.85,576.85,0,1.1740361896655465,13.023899538626354,13.023899538626354,0,NA
KY,2014,2,Naltrexone,FFSU,60,3721.3700000000003,3721.3700000000003,0,1.3546571419217843,84.01967413722453,84.01967413722453,0,NA
KY,2014,2,Naltrexone,MCOU,66,62717.4,62717.4,0,1.4901228561139628,1416.0095638794219,1416.0095638794219,0,NA
KY,2014,3,Buprenorphine,FFSU,60,15751.56,15751.56,0,1.3546571419217843,355.63272084015836,355.63272084015836,0,NA
KY,2014,3,Buprenorphine,MCOU,45616,10619128.42,10609560.540000001,9567.880000000001,1029.9006697650686,239754.6359189599,239538.61596937574,216.01994958417671,NA
KY,2014,3,Methadone,FFSU,38,521.78,507.74,14.04,0.8579495232171301,11.780550058532476,11.46356028732278,0.3169897712096975,NA
KY,2014,3,Methadone,MCOU,1487,18620.7,18564.3,56.4,33.572919500628224,420.41107070971617,419.1376929963097,1.2733777134064772,NA
KY,2014,3,Naltrexone,FFSU,38,1701.5,1701.5,0,0.8579495232171301,38.4158187829986,38.4158187829986,0,NA
KY,2014,3,Naltrexone,MCOU,223,117372.76,117372.76,0,5.034809044142632,2649.997460017859,2649.997460017859,0,NA
KY,2014,4,Buprenorphine,FFSU,95,21804.56,21804.56,0,2.144873808042825,492.2950488410344,492.2950488410344,0,NA
KY,2014,4,Buprenorphine,MCOU,33129,7629106.61,7624478.84,4627.7699999999995,747.9739409121132,172247.06259531988,172142.57856729202,104.48402802785625,NA
KY,2014,4,Methadone,FFSU,65,1056.17,1023.4200000000001,32.75,1.467545237081933,23.84580389305885,23.106386869759877,0.739417023298974,NA
KY,2014,4,Methadone,MCOU,1505,23761.62,23761.62,0,33.979316643204754,536.4808039438585,536.4808039438585,0,NA
KY,2014,4,Naltrexone,FFSU,55,2727.59,2727.59,0,1.2417690467616356,61.582487895574,61.582487895574,0,NA
KY,2014,4,Naltrexone,MCOU,447,205441.31,205333.84,107.47,10.092195707317293,4638.375630621122,4635.949213903749,2.426416717372236,NA
KY,2015,1,Buprenorphine,FFSU,55,13719.89,13719.89,0,1.2375758634004264,308.7164493183432,308.7164493183432,0,NA
KY,2015,1,Buprenorphine,MCOU,48907,10423192.41,10418940.22,4252.19,1100.4749591149937,234536.20629444584,234440.52615425328,95.6801401925938,NA
KY,2015,1,Methadone,FFSU,54,1181.98,1117.26,64.72,1.2150744840658732,26.596180345855203,25.139891075322918,1.4562892705322836,NA
KY,2015,1,Methadone,MCOU,80,2335.0800000000004,2335.0800000000004,0,1.8001103467642567,52.54252085652851,52.54252085652851,0,NA
KY,2015,1,Naltrexone,FFSU,25,1269.3400000000001,1269.3400000000001,0,0.5625344833638302,28.561900844521773,28.561900844521773,0,NA
KY,2015,1,Naltrexone,MCOU,163,89165.8,89143.23,22.57,3.667724831532173,2006.3534894689044,2005.8456333373235,0.507856131580866,NA
KY,2015,2,Buprenorphine,FFSU,47,14645.359999999999,14645.359999999999,0,1.0575648287240007,329.5408008510921,329.5408008510921,0,NA
KY,2015,2,Buprenorphine,MCOU,39717,8963517.82,8956719.36,6798.46,893.6872830304497,201691.51463984742,201538.53991249664,152.9747273507866,NA
KY,2015,2,Methadone,FFSU,44,1162.38,1162.38,0,0.9900606907203412,26.155153310897962,26.155153310897962,0,NA
KY,2015,2,Methadone,MCOU,41,1300.87,1300.87,0,0.9225565527166816,29.27136933494023,29.27136933494023,0,NA
KY,2015,2,Naltrexone,FFSU,37,1572.1599999999999,1572.1599999999999,0,0.8325510353784688,35.37576853461117,35.37576853461117,0,NA
KY,2015,2,Naltrexone,MCOU,786,586867.88,586847.13,20.75,17.68608415695882,13205.336787145052,13204.86988352386,0.4669036211919791,NA
KY,2015,3,Buprenorphine,FFSU,19,5398.66,5398.66,0,0.427526207356511,121.47729655827902,121.47729655827902,0,NA
KY,2015,3,Buprenorphine,MCOU,29205,6443919.93,6436700.33,7219.6,657.1527834656265,144997.08674641757,144834.63578817382,162.45095824374033,NA
KY,2015,3,Methadone,FFSU,49,941.29,941.29,0,1.1025675873931071,21.18032335382159,21.18032335382159,0,NA
KY,2015,3,Methadone,MCOU,34,848.64,848.64,0,0.765046897374809,19.095570558475234,19.095570558475234,0,NA
KY,2015,3,Naltrexone,FFSU,24,1119.8,1119.8,0,0.540033104029277,25.19704457883268,25.19704457883268,0,NA
KY,2015,3,Naltrexone,MCOU,837,656618.45,656611.33,7.12,18.833654503021034,14774.820821516358,14774.660611695495,0.16020982086201885,NA
KY,2015,4,Buprenorphine,FFSU,33,9245.63,9245.63,0,0.7425455180402558,208.03942781692515,208.03942781692515,0,NA
KY,2015,4,Buprenorphine,MCOU,29879,6334105.49,6330491.85,3613.64,672.3187131371153,142526.11037556603,142444.79849114752,81.31188441851485,NA
KY,2015,4,Methadone,FFSU,18,372.63,372.63,0,0.4050248280219578,8.384688981434563,8.384688981434563,0,NA
KY,2015,4,Methadone,MCOU,141,2627.23,2627.23,0,3.1726944861720026,59.11629882911822,59.11629882911822,0,NA
KY,2015,4,Naltrexone,FFSU,53,2088.68,2088.68,0,1.19257310473132,46.99818098849459,46.99818098849459,0,NA
KY,2015,4,Naltrexone,MCOU,682,792997.38,792976.6799999999,20.7,15.345940706165289,17843.53485868684,17843.069080134614,0.4657785522252514,NA
KY,2016,1,Buprenorphine,FFSU,11,3500.26,3500.26,0,0.24674138743579396,78.51445534418292,78.51445534418292,0,NA
KY,2016,1,Buprenorphine,MCOU,35233,7666506.470000001,7661505.46,5001.01,790.312663956848,171967.67665393557,171855.4988224828,112.17783145275273,NA
KY,2016,1,Methadone,FFSU,26,543.1800000000001,533.4300000000001,9.75,0.5832069157573312,12.184089711579508,11.965387118170508,0.2187025934089992,NA
KY,2016,1,Methadone,MCOU,13,298.6,298.6,0,0.2916034578786656,6.697907117120735,6.697907117120735,0,NA
KY,2016,1,Naltrexone,FFSU,46,2081.8,2018.6000000000001,63.2,1.0318276201860475,46.696929123985086,45.279287697990334,1.4176414259947434,NA
KY,2016,1,Naltrexone,MCOU,483,156215.38,156215.38,0,10.834190011953499,3504.07269090998,3504.07269090998,0,NA
KY,2016,2,Buprenorphine,FFSU,22,5284.56,5284.56,0,0.4934827748715879,118.53815148979086,118.53815148979086,0,NA
KY,2016,2,Buprenorphine,MCOU,22942,3497453.29,3493235.97,4217.32,514.6128100501804,78451.49793331657,78356.8990798565,94.5988534600657,NA
KY,2016,2,Methadone,FFSU,18,443.37,443.37,0,0.40375863398584466,9.945248086127997,9.945248086127997,0,NA
KY,2016,2,Methadone,MCOU,637,17483.11,17453.739999999998,29.37,14.288569436054614,392.1642561902367,391.5054566857831,0.6587995044535699,NA
KY,2016,2,Naltrexone,FFSU,48,2050.59,1892.3000000000002,158.29,1.0766896906289192,45.996856514724065,42.446247949523,3.5506085652010753,NA
KY,2016,2,Naltrexone,MCOU,1488,1544787.6500000001,1542104.13,2683.52,33.377380409496496,34651.18618678906,34590.99205515163,60.19413163742744,NA
KY,2016,3,Buprenorphine,FFSU,44,7235.99,7235.99,0,0.9869655497431759,162.31074655195735,162.31074655195735,0,NA
KY,2016,3,Buprenorphine,MCOU,21574,2905748.04,2899567.82,6180.22,483.92715386725627,65178.936629858086,65040.30789736186,138.62873249622206,NA
KY,2016,3,Methadone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2016,3,Methadone,MCOU,507,16729.31,16729.31,0,11.372534857267958,375.2557418403184,375.2557418403184,0,NA
KY,2016,3,Naltrexone,FFSU,40,1544.02,1423.91,120.11,0.8972414088574326,34.633967002601324,31.93977536215467,2.6941916404466557,NA
KY,2016,3,Naltrexone,MCOU,1815,1712242.62,1707320.23,4922.39,40.712328926906004,38407.37451686354,38296.9602133999,110.41430346364345,NA
KY,2016,4,Buprenorphine,FFSU,38,7060.56,7060.56,0,0.8523793384145609,158.37567004306086,158.37567004306086,0,NA
KY,2016,4,Buprenorphine,MCOU,89975,13210370.88,13196182.81,14188.07,2018.2323940486874,296322.29449751007,296004.0413996159,318.25309789419686,NA
KY,2016,4,Methadone,FFSU,11,313.46,313.46,0,0.24674138743579396,7.031232300511269,7.031232300511269,0,NA
KY,2016,4,Methadone,MCOU,509,18298.5,18241.350000000002,57.15,11.41739692771083,410.45429799944327,409.17236433653824,1.2819336629050568,NA
KY,2016,4,Naltrexone,FFSU,40,1581.1100000000001,1534.03,47.08,0.8972414088574326,35.46593409896438,34.40988096073918,1.056053138225198,NA
KY,2016,4,Naltrexone,MCOU,2383,1980155.93,1979873.22,282.71,53.453156932681544,44416.947409764995,44410.60593179754,6.341477967452119,NA
KY,2017,1,Buprenorphine,FFSU,45,7014.85,7014.85,0,1.0053655240948136,156.7219632599223,156.7219632599223,0,NA
KY,2017,1,Buprenorphine,MCOU,81373,11507682.65,11490882.19,16800.46,1817.9913064926059,257098.38663408984,256723.03989469132,375.34673939853224,NA
KY,2017,1,Methadone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2017,1,Methadone,MCOU,633,20196.670000000002,20194.7,1.97,14.142141705600377,451.22301598933336,451.17900332083406,0.04401266849926184,NA
KY,2017,1,Naltrexone,FFSU,42,1733.5900000000001,1665.8400000000001,67.75,0.938341155821826,38.73092486478951,37.21729121462454,1.5136336501649692,NA
KY,2017,1,Naltrexone,MCOU,2398,1856621.96,1856428.58,193.38,53.57481170620807,41479.63799691867,41475.31760613979,4.320390778876779,NA
KY,2017,2,Buprenorphine,FFSU,98,16176.92,15015,1161.92,2.189462696917594,361.4159478675527,335.4569632063028,25.958984661249907,NA
KY,2017,2,Buprenorphine,MCOU,99612,13060771.91,13045276.45,15495.46,2225.477124136279,291796.6621417771,291450.47100257734,346.19113919978264,NA
KY,2017,2,Methadone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2017,2,Methadone,MCOU,631,18553.96,18546.7,7.26,14.097458793418387,414.5224826540935,414.3602836828729,0.16219897122062993,NA
KY,2017,2,Naltrexone,FFSU,66,2573.85,2497.67,76.18,1.4745361020057266,57.50355675980968,55.80158463479762,1.7019721250120645,NA
KY,2017,2,Naltrexone,MCOU,2545,1982832.44,1982762.44,70,56.859005751584455,44299.363894062175,44297.799992135806,1.56390192636971,NA
KY,2017,3,Buprenorphine,FFSU,44,4771.8499999999995,4444.4,327.45,0.9830240680038177,106.61007724781857,99.29436745082198,7.315709796996593,NA
KY,2017,3,Buprenorphine,MCOU,103690,11088289.16,11077058.969999999,11230.19,2316.5855820753604,247728.52539240534,247477.6265956268,250.89879677854077,NA
KY,2017,3,Methadone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2017,3,Methadone,MCOU,630,16655.15,16645.1,10.05,14.07511733732739,372.1003024139497,371.8757707802351,0.22453163371450838,NA
KY,2017,3,Naltrexone,FFSU,63,2785.6400000000003,2629.7,155.94,1.407511733732739,62.235253745321714,58.7513270824918,3.483926662829894,NA
KY,2017,3,Naltrexone,MCOU,2689,2031895.57,2031759.16,136.41,60.07617542868786,45395.505658644,45392.45806061863,3.047598025372745,NA
KY,2017,4,Buprenorphine,FFSU,36,5081.6,5081.6,0,0.8042924192758508,113.53034327200456,113.53034327200456,0,NA
KY,2017,4,Buprenorphine,MCOU,113064,11313261.5,11299016.57,14244.93,2526.014391472356,252754.73504820393,252436.4825700896,318.2524781143096,NA
KY,2017,4,Methadone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2017,4,Methadone,MCOU,649,16812.46,16812.46,0,14.499605003056312,375.6148368716242,375.6148368716242,0,NA
KY,2017,4,Naltrexone,FFSU,40,1754.1999999999998,1682.35,71.85,0.8936582436398343,39.191382274824925,37.58614865468688,1.6052336201380522,NA
KY,2017,4,Naltrexone,MCOU,2913,2218243.86,2217759.7600000002,484.1,65.08066159307093,49558.79779731116,49547.98229841752,10.815498893651094,NA
KY,2018,1,Buprenorphine,FFSU,62,6261.42,6261.42,0,1.3816199092320287,139.53068600102597,139.53068600102597,0,NA
KY,2018,1,Buprenorphine,MCOU,125706,11358732.94,11343131.58,15601.36,2801.2566501600227,253120.18667022025,252772.52296720256,347.66370301768075,NA
KY,2018,1,Methadone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2018,1,Methadone,MCOU,604,8755.01,8741.82,13.19,13.459652018970088,195.09832454073396,194.80439604714087,0.29392849359307194,NA
KY,2018,1,Naltrexone,FFSU,69,2861.65,2802.62,59.03,1.5376092538227417,63.76955827828766,62.454122419546266,1.3154358587413977,NA
KY,2018,1,Naltrexone,MCOU,3098,2303708.5799999996,2301240.5100000002,2468.0699999999997,69.03642707743266,51336.2845031717,51281.285557214,54.998945957714405,NA
KY,2018,2,Buprenorphine,FFSU,40,5800.16,5800.16,0,0.8913676833755024,129.25187956018135,129.25187956018135,0,NA
KY,2018,2,Buprenorphine,MCOU,136224,12905913.14,12888336.43,17576.71,3035.641782503611,287597.84743618144,287206.1646543298,391.68278185157567,NA
KY,2018,2,Methadone,FFSU,0,0,0,0,0,0,0,0,NA
KY,2018,2,Methadone,MCOU,508,7577.34,7560.75,16.59,11.320369578868881,168.85490004871323,168.48520530203325,0.36969474667998964,NA
KY,2018,2,Naltrexone,FFSU,53,2002.82,1992.9099999999999,9.91,1.1810621804725407,44.6312255904531,44.41038924689681,0.22083634355628073,NA
KY,2018,2,Naltrexone,MCOU,3083,2292955.57,2290807.6300000004,2147.94,68.70216419616685,51096.662362846364,51048.79725530063,47.86510754573942,NA
KY,2018,3,Buprenorphine,FFSU,50,4098.44,4098.44,0,1.114209604219378,91.33042420633734,91.33042420633734,0,NA
