survey_year,state,state_fips,census_region,ownership_mask,center_type_mask,setting_mask,payment_mask,service_family_mask,facility_count
2003,MN,27,Midwest,0,5,3,28,53,1
2003,MN,27,Midwest,0,5,3,31,53,2
2003,MN,27,Midwest,0,5,3,208,53,2
2003,MN,27,Midwest,0,5,3,224,53,1
2003,MN,27,Midwest,0,7,2,18,39,1
2003,MN,27,Midwest,0,7,3,24,55,1
2003,MN,27,Midwest,0,9,1,25,17,1
2003,MO,29,Midwest,0,0,0,0,0,3
2003,MO,29,Midwest,0,1,1,16,17,2
2003,MO,29,Midwest,0,1,1,16,273,1
2003,MO,29,Midwest,0,1,1,19,17,1
2003,MO,29,Midwest,0,1,1,24,17,2
2003,MO,29,Midwest,0,1,1,26,17,1
2003,MO,29,Midwest,0,1,1,27,17,2
2003,MO,29,Midwest,0,1,1,28,17,3
2003,MO,29,Midwest,0,1,1,31,17,1
2003,MO,29,Midwest,0,1,1,64,17,1
2003,MO,29,Midwest,0,1,1,80,17,1
2003,MO,29,Midwest,0,1,1,82,17,1
2003,MO,29,Midwest,0,1,1,88,17,1
2003,MO,29,Midwest,0,1,1,91,17,1
2003,MO,29,Midwest,0,1,1,144,17,1
2003,MO,29,Midwest,0,1,1,146,17,1
2003,MO,29,Midwest,0,1,1,151,17,1
2003,MO,29,Midwest,0,1,1,152,17,4
2003,MO,29,Midwest,0,1,1,154,17,2
2003,MO,29,Midwest,0,1,1,155,17,3
2003,MO,29,Midwest,0,1,1,155,273,1
2003,MO,29,Midwest,0,1,1,156,17,1
2003,MO,29,Midwest,0,1,1,159,17,5
2003,MO,29,Midwest,0,1,1,160,17,1
2003,MO,29,Midwest,0,1,1,192,17,1
2003,MO,29,Midwest,0,1,1,208,17,2
2003,MO,29,Midwest,0,1,1,210,17,1
2003,MO,29,Midwest,0,1,1,214,17,1
2003,MO,29,Midwest,0,1,1,216,17,1
2003,MO,29,Midwest,0,1,1,218,17,5
2003,MO,29,Midwest,0,1,1,220,17,1
2003,MO,29,Midwest,0,1,1,222,17,2
2003,MO,29,Midwest,0,1,1,223,17,2
2003,MO,29,Midwest,0,1,2,223,33,1
2003,MO,29,Midwest,0,1,3,0,49,1
2003,MO,29,Midwest,0,1,3,27,49,1
2003,MO,29,Midwest,0,1,3,30,49,3
2003,MO,29,Midwest,0,1,3,31,49,1
2003,MO,29,Midwest,0,1,3,148,49,1
2003,MO,29,Midwest,0,1,3,154,49,1
2003,MO,29,Midwest,0,1,3,218,49,1
2003,MO,29,Midwest,0,1,3,222,49,5
2003,MO,29,Midwest,0,1,3,223,49,1
2003,MO,29,Midwest,0,3,1,0,19,2
2003,MO,29,Midwest,0,3,1,16,275,4
2003,MO,29,Midwest,0,3,1,25,19,1
2003,MO,29,Midwest,0,3,1,29,19,1
2003,MO,29,Midwest,0,3,1,29,275,1
2003,MO,29,Midwest,0,3,1,64,275,1
2003,MO,29,Midwest,0,3,1,94,19,1
2003,MO,29,Midwest,0,3,1,159,19,3
2003,MO,29,Midwest,0,3,1,208,275,1
2003,MO,29,Midwest,0,3,2,19,35,1
2003,MO,29,Midwest,0,3,2,208,35,2
2003,MO,29,Midwest,0,3,2,223,35,1
2003,MO,29,Midwest,0,3,3,16,51,1
2003,MO,29,Midwest,0,3,3,23,51,1
2003,MO,29,Midwest,0,3,3,24,51,1
2003,MO,29,Midwest,0,3,3,26,51,1
2003,MO,29,Midwest,0,3,3,146,51,1
2003,MO,29,Midwest,0,3,3,147,51,1
2003,MO,29,Midwest,0,3,3,152,51,2
2003,MO,29,Midwest,0,3,3,154,51,1
2003,MO,29,Midwest,0,3,3,212,51,1
2003,MO,29,Midwest,0,3,3,216,51,1
2003,MO,29,Midwest,0,3,3,218,51,4
2003,MO,29,Midwest,0,3,3,220,51,1
2003,MO,29,Midwest,0,3,5,13,83,1
2003,MO,29,Midwest,0,3,5,27,83,1
2003,MO,29,Midwest,0,3,5,31,83,1
2003,MO,29,Midwest,0,5,1,16,21,1
2003,MO,29,Midwest,0,5,1,148,21,1
2003,MO,29,Midwest,0,5,3,24,53,1
2003,MO,29,Midwest,0,5,3,155,53,1
2003,MO,29,Midwest,0,5,3,210,53,1
2003,MO,29,Midwest,0,6,2,16,38,1
2003,MO,29,Midwest,0,7,2,80,39,1
2003,MO,29,Midwest,0,7,2,128,39,1
2003,MO,29,Midwest,0,7,3,22,55,1
2003,MO,29,Midwest,0,7,3,144,55,1
2003,MO,29,Midwest,0,7,3,154,55,1
2003,MO,29,Midwest,0,7,3,193,55,1
2003,MO,29,Midwest,0,9,1,128,17,1
2003,MO,29,Midwest,0,9,1,137,17,1
2003,MO,29,Midwest,0,9,1,155,17,1
2003,MO,29,Midwest,0,9,1,159,17,10
2003,MO,29,Midwest,0,9,1,218,17,1
2003,MO,29,Midwest,0,9,1,219,17,1
2003,MO,29,Midwest,0,9,1,220,17,1
2003,MO,29,Midwest,0,11,3,94,51,1
2003,MO,29,Midwest,0,11,3,192,51,1
2003,MO,29,Midwest,0,11,5,31,83,1
2003,MO,29,Midwest,0,15,3,222,55,2
2003,MO,29,Midwest,128,1,1,29,17,1
2003,MS,28,South,0,0,0,0,0,2
2003,MS,28,South,0,0,1,31,16,1
2003,MS,28,South,0,1,1,4,17,1
2003,MS,28,South,0,1,1,19,17,2
2003,MS,28,South,0,1,1,24,17,1
2003,MS,28,South,0,1,1,31,17,3
2003,MS,28,South,0,1,1,80,17,1
2003,MS,28,South,0,1,1,95,17,1
2003,MS,28,South,0,1,1,128,17,1
2003,MS,28,South,0,1,1,151,17,1
2003,MS,28,South,0,1,1,158,17,1
2003,MS,28,South,0,1,1,159,17,2
2003,MS,28,South,0,1,1,192,17,1
2003,MS,28,South,0,1,2,0,33,1
2003,MS,28,South,0,1,2,26,33,1
2003,MS,28,South,0,1,2,144,33,1
2003,MS,28,South,0,1,3,146,49,1
2003,MS,28,South,0,1,3,158,49,1
2003,MS,28,South,0,3,1,30,19,1
2003,MS,28,South,0,3,1,128,19,2
2003,MS,28,South,0,3,1,159,19,1
2003,MS,28,South,0,3,2,16,35,1
2003,MS,28,South,0,3,3,18,51,1
2003,MS,28,South,0,3,3,28,51,1
2003,MS,28,South,0,3,4,25,67,1
2003,MS,28,South,0,3,4,31,67,3
2003,MS,28,South,0,3,4,155,67,1
2003,MS,28,South,0,3,5,31,83,2
2003,MS,28,South,0,4,2,16,36,1
2003,MS,28,South,0,5,1,24,21,1
2003,MS,28,South,0,5,1,26,21,1
2003,MS,28,South,0,5,2,0,37,1
2003,MS,28,South,0,5,2,16,37,1
2003,MS,28,South,0,5,2,18,37,1
2003,MS,28,South,0,5,2,80,37,1
2003,MS,28,South,0,5,2,144,37,1
2003,MS,28,South,0,5,3,158,53,1
2003,MS,28,South,0,7,0,24,7,1
2003,MS,28,South,0,7,1,92,23,1
2003,MS,28,South,0,7,1,95,23,1
2003,MS,28,South,0,7,2,16,39,2
2003,MS,28,South,0,7,2,18,39,2
2003,MS,28,South,0,7,2,19,39,1
2003,MS,28,South,0,7,2,88,39,1
2003,MS,28,South,0,7,3,16,55,1
2003,MS,28,South,0,7,3,24,55,1
2003,MS,28,South,0,7,3,26,55,1
2003,MS,28,South,0,7,7,31,119,1
2003,MS,28,South,0,9,0,31,1,1
2003,MS,28,South,0,9,1,0,17,1
2003,MS,28,South,0,9,1,19,17,2
2003,MS,28,South,0,9,1,24,17,1
2003,MS,28,South,0,9,1,30,17,1
2003,MS,28,South,0,9,1,31,17,4
2003,MS,28,South,0,9,1,147,17,2
2003,MS,28,South,0,9,1,158,17,1
2003,MS,28,South,0,9,1,159,17,2
2003,MS,28,South,0,9,1,192,17,1
2003,MS,28,South,0,9,1,211,17,1
2003,MS,28,South,0,9,3,154,49,1
2003,MS,28,South,0,11,1,95,19,3
2003,MS,28,South,0,11,1,159,19,1
2003,MS,28,South,0,11,5,29,83,1
2003,MS,28,South,0,13,3,159,53,2
2003,MT,30,West,0,0,1,90,16,1
2003,MT,30,West,0,1,1,8,17,1
2003,MT,30,West,0,1,1,11,17,1
2003,MT,30,West,0,1,1,12,17,1
2003,MT,30,West,0,1,1,22,17,2
2003,MT,30,West,0,1,1,80,17,1
2003,MT,30,West,0,1,1,146,17,1
2003,MT,30,West,0,1,1,154,17,3
2003,MT,30,West,0,1,1,155,17,3
2003,MT,30,West,0,1,1,218,17,5
2003,MT,30,West,0,1,2,24,33,1
2003,MT,30,West,0,1,3,0,49,1
2003,MT,30,West,0,3,3,24,51,1
2003,MT,30,West,0,3,5,19,83,1
2003,MT,30,West,0,5,3,16,53,1
2003,MT,30,West,0,7,3,8,55,1
2003,MT,30,West,0,7,3,12,55,1
2003,NC,37,South,0,0,0,0,0,5
2003,NC,37,South,0,0,1,159,16,1
2003,NC,37,South,0,0,2,64,32,1
2003,NC,37,South,0,1,0,0,1,1
2003,NC,37,South,0,1,0,16,257,1
2003,NC,37,South,0,1,0,19,1,1
2003,NC,37,South,0,1,0,73,1,1
2003,NC,37,South,0,1,1,0,17,1
2003,NC,37,South,0,1,1,9,17,1
2003,NC,37,South,0,1,1,13,17,1
2003,NC,37,South,0,1,1,16,17,22
2003,NC,37,South,0,1,1,19,273,1
2003,NC,37,South,0,1,1,20,17,1
2003,NC,37,South,0,1,1,21,17,1
2003,NC,37,South,0,1,1,23,17,1
2003,NC,37,South,0,1,1,24,17,14
2003,NC,37,South,0,1,1,26,17,1
2003,NC,37,South,0,1,1,27,17,4
2003,NC,37,South,0,1,1,28,17,2
2003,NC,37,South,0,1,1,29,17,4
2003,NC,37,South,0,1,1,30,17,3
2003,NC,37,South,0,1,1,31,17,2
2003,NC,37,South,0,1,1,40,17,1
2003,NC,37,South,0,1,1,87,17,1
2003,NC,37,South,0,1,1,95,17,1
2003,NC,37,South,0,1,1,128,17,2
2003,NC,37,South,0,1,1,144,17,6
2003,NC,37,South,0,1,1,147,17,1
2003,NC,37,South,0,1,1,152,17,4
2003,NC,37,South,0,1,1,154,17,1
2003,NC,37,South,0,1,1,155,17,5
2003,NC,37,South,0,1,1,158,17,2
2003,NC,37,South,0,1,1,159,17,10
2003,NC,37,South,0,1,1,192,17,1
2003,NC,37,South,0,1,1,205,17,1
2003,NC,37,South,0,1,1,208,17,1
2003,NC,37,South,0,1,1,213,17,1
2003,NC,37,South,0,1,1,215,17,2
2003,NC,37,South,0,1,1,218,17,1
2003,NC,37,South,0,1,1,219,17,2
2003,NC,37,South,0,1,1,223,17,4
2003,NC,37,South,0,1,1,238,17,1
2003,NC,37,South,0,1,2,0,33,2
2003,NC,37,South,0,1,2,16,33,5
2003,NC,37,South,0,1,2,26,33,1
2003,NC,37,South,0,1,2,72,33,1
2003,NC,37,South,0,1,3,88,49,1
2003,NC,37,South,0,1,3,216,49,1
2003,NC,37,South,0,1,5,16,81,1
2003,NC,37,South,0,3,0,16,259,1
2003,NC,37,South,0,3,1,0,19,1
2003,NC,37,South,0,3,1,0,275,1
2003,NC,37,South,0,3,1,15,19,1
2003,NC,37,South,0,3,1,16,19,1
2003,NC,37,South,0,3,1,16,275,6
2003,NC,37,South,0,3,1,25,19,1
2003,NC,37,South,0,3,1,27,19,2
2003,NC,37,South,0,3,1,128,275,1
2003,NC,37,South,0,3,1,144,19,1
2003,NC,37,South,0,3,1,155,19,1
2003,NC,37,South,0,3,1,159,19,5
2003,NC,37,South,0,3,2,19,35,1
2003,NC,37,South,0,3,2,80,35,1
2003,NC,37,South,0,3,2,155,35,1
2003,NC,37,South,0,3,2,219,35,1
2003,NC,37,South,0,3,3,24,51,1
2003,NC,37,South,0,3,3,26,307,2
2003,NC,37,South,0,3,3,27,51,1
2003,NC,37,South,0,3,3,31,307,1
2003,NC,37,South,0,3,3,158,51,1
2003,NC,37,South,0,3,4,89,323,1
2003,NC,37,South,0,3,5,17,83,1
2003,NC,37,South,0,3,5,25,83,1
2003,NC,37,South,0,3,5,31,83,1
2003,NC,37,South,0,3,6,27,355,1
2003,NC,37,South,0,3,7,27,115,1
2003,NC,37,South,0,4,0,0,4,3
2003,NC,37,South,0,4,1,30,20,1
2003,NC,37,South,0,5,0,0,5,1
2003,NC,37,South,0,5,0,2,5,1
2003,NC,37,South,0,5,1,10,21,1
2003,NC,37,South,0,5,1,18,21,1
2003,NC,37,South,0,5,1,128,21,2
2003,NC,37,South,0,5,1,154,21,1
2003,NC,37,South,0,5,1,159,21,1
2003,NC,37,South,0,5,2,0,37,1
2003,NC,37,South,0,5,2,16,37,2
2003,NC,37,South,0,5,2,80,37,1
2003,NC,37,South,0,5,2,144,37,1
2003,NC,37,South,0,5,2,222,37,1
2003,NC,37,South,0,5,3,16,53,1
2003,NC,37,South,0,5,3,31,53,1
2003,NC,37,South,0,5,3,222,53,1
2003,NC,37,South,0,7,0,146,7,1
2003,NC,37,South,0,7,1,16,23,1
2003,NC,37,South,0,7,1,19,279,1
2003,NC,37,South,0,7,2,8,39,1
2003,NC,37,South,0,7,3,154,55,1
2003,NC,37,South,0,7,5,24,87,1
2003,NC,37,South,0,9,1,0,17,2
2003,NC,37,South,0,9,1,16,17,1
2003,NC,37,South,0,9,1,24,17,1
2003,NC,37,South,0,9,1,31,17,1
2003,NC,37,South,0,9,1,152,17,1
2003,ND,38,Midwest,0,0,0,0,0,1
2003,ND,38,Midwest,0,0,5,23,80,1
2003,ND,38,Midwest,0,1,0,31,1,1
2003,ND,38,Midwest,0,1,1,8,17,1
2003,ND,38,Midwest,0,1,1,16,17,3
2003,ND,38,Midwest,0,1,1,24,17,8
2003,ND,38,Midwest,0,1,1,26,17,1
2003,ND,38,Midwest,0,1,1,27,17,2
2003,ND,38,Midwest,0,1,1,28,17,5
2003,ND,38,Midwest,0,1,1,223,17,1
2003,ND,38,Midwest,0,1,2,30,33,1
2003,ND,38,Midwest,0,3,1,26,19,1
2003,ND,38,Midwest,0,3,1,27,19,2
2003,ND,38,Midwest,0,3,1,154,19,1
2003,ND,38,Midwest,0,3,2,31,35,1
2003,ND,38,Midwest,0,3,3,30,51,1
2003,ND,38,Midwest,0,3,6,28,99,1
2003,ND,38,Midwest,0,5,3,16,53,1
2003,ND,38,Midwest,0,7,1,16,23,1
2003,ND,38,Midwest,0,7,1,223,23,1
2003,ND,38,Midwest,0,7,3,27,55,1
2003,ND,38,Midwest,0,9,1,31,17,1
2003,NE,31,Midwest,0,0,0,0,0,1
2003,NE,31,Midwest,0,0,1,223,16,1
2003,NE,31,Midwest,0,1,1,0,17,3
2003,NE,31,Midwest,0,1,1,8,17,1
2003,NE,31,Midwest,0,1,1,13,17,1
2003,NE,31,Midwest,0,1,1,24,17,3
2003,NE,31,Midwest,0,1,1,26,17,1
2003,NE,31,Midwest,0,1,1,27,17,3
2003,NE,31,Midwest,0,1,1,28,17,1
2003,NE,31,Midwest,0,1,1,31,17,8
2003,NE,31,Midwest,0,1,1,64,17,1
2003,NE,31,Midwest,0,1,1,133,17,1
2003,NE,31,Midwest,0,1,1,141,17,1
2003,NE,31,Midwest,0,1,1,144,17,1
2003,NE,31,Midwest,0,1,1,147,17,1
2003,NE,31,Midwest,0,1,1,148,17,1
2003,NE,31,Midwest,0,1,1,152,17,2
2003,NE,31,Midwest,0,1,1,155,17,1
2003,NE,31,Midwest,0,1,1,157,17,1
2003,NE,31,Midwest,0,1,1,158,17,2
2003,NE,31,Midwest,0,1,1,159,17,2
2003,NE,31,Midwest,0,1,1,192,17,1
2003,NE,31,Midwest,0,1,1,208,17,1
2003,NE,31,Midwest,0,1,1,213,17,1
2003,NE,31,Midwest,0,1,1,219,17,1
2003,NE,31,Midwest,0,1,1,223,17,1
2003,NE,31,Midwest,0,1,2,17,33,1
2003,NE,31,Midwest,0,1,2,28,33,1
2003,NE,31,Midwest,0,1,2,30,33,1
2003,NE,31,Midwest,0,1,2,64,33,1
2003,NE,31,Midwest,0,1,2,155,33,1
2003,NE,31,Midwest,0,1,2,208,33,1
2003,NE,31,Midwest,0,1,3,0,49,1
2003,NE,31,Midwest,0,1,3,24,49,1
2003,NE,31,Midwest,0,1,3,80,49,1
2003,NE,31,Midwest,0,1,3,218,49,2
2003,NE,31,Midwest,0,1,4,23,65,1
2003,NE,31,Midwest,0,3,1,16,19,1
2003,NE,31,Midwest,0,3,1,31,19,1
2003,NE,31,Midwest,0,3,1,152,275,1
2003,NE,31,Midwest,0,3,1,159,19,1
2003,NE,31,Midwest,0,3,2,16,35,1
2003,NE,31,Midwest,0,3,2,24,35,1
2003,NE,31,Midwest,0,3,2,208,35,1
2003,NE,31,Midwest,0,3,2,216,35,1
2003,NE,31,Midwest,0,3,3,16,51,1
2003,NE,31,Midwest,0,3,3,84,51,1
2003,NE,31,Midwest,0,3,7,27,115,1
2003,NE,31,Midwest,0,5,0,73,5,1
2003,NE,31,Midwest,0,5,1,8,21,1
2003,NE,31,Midwest,0,5,2,64,37,2
2003,NE,31,Midwest,0,5,2,144,37,2
2003,NE,31,Midwest,0,5,3,16,53,1
2003,NE,31,Midwest,0,5,3,24,53,1
2003,NE,31,Midwest,0,5,3,140,53,1
2003,NE,31,Midwest,0,7,3,158,55,1
2003,NE,31,Midwest,0,9,1,158,17,1
2003,NE,31,Midwest,0,11,1,31,19,1
2003,NH,33,Northeast,0,1,1,0,17,1
2003,NH,33,Northeast,0,1,1,16,17,3
2003,NH,33,Northeast,0,1,1,30,17,1
2003,NH,33,Northeast,0,1,1,31,17,2
2003,NH,33,Northeast,0,1,1,152,17,1
2003,NH,33,Northeast,0,1,1,157,17,1
2003,NH,33,Northeast,0,1,1,192,17,1
2003,NH,33,Northeast,0,1,1,218,17,1
2003,NH,33,Northeast,0,1,1,223,17,1
2003,NH,33,Northeast,0,1,2,27,33,1
2003,NH,33,Northeast,0,1,2,64,33,1
2003,NH,33,Northeast,0,1,3,152,49,1
2003,NH,33,Northeast,0,3,1,26,275,1
2003,NH,33,Northeast,0,3,2,64,35,1
2003,NH,33,Northeast,0,3,2,80,35,2
2003,NH,33,Northeast,0,3,2,208,35,1
2003,NH,33,Northeast,0,3,3,88,51,1
2003,NH,33,Northeast,0,3,5,31,83,1
2003,NH,33,Northeast,0,5,2,16,37,1
2003,NH,33,Northeast,0,5,2,92,37,1
2003,NH,33,Northeast,0,5,3,16,53,2
2003,NH,33,Northeast,0,7,3,16,55,1
2003,NH,33,Northeast,0,7,3,208,55,1
2003,NH,33,Northeast,0,9,1,0,17,1
2003,NH,33,Northeast,0,9,1,27,17,4
2003,NH,33,Northeast,0,9,1,31,17,1
2003,NH,33,Northeast,0,9,1,64,17,1
2003,NH,33,Northeast,0,9,1,154,17,1
2003,NH,33,Northeast,0,11,1,31,19,1
2003,NJ,34,Northeast,0,0,0,0,0,13
2003,NJ,34,Northeast,0,0,1,16,16,1
2003,NJ,34,Northeast,0,0,1,45,16,1
2003,NJ,34,Northeast,0,0,4,95,64,1
2003,NJ,34,Northeast,0,0,5,95,80,1
2003,NJ,34,Northeast,0,1,0,0,1,1
2003,NJ,34,Northeast,0,1,0,18,1,1
2003,NJ,34,Northeast,0,1,0,24,1,1
2003,NJ,34,Northeast,0,1,0,88,1,1
2003,NJ,34,Northeast,0,1,0,219,1,1
2003,NJ,34,Northeast,0,1,0,223,1,1
2003,NJ,34,Northeast,0,1,1,0,17,3
2003,NJ,34,Northeast,0,1,1,2,17,1
2003,NJ,34,Northeast,0,1,1,4,17,1
2003,NJ,34,Northeast,0,1,1,16,17,9
2003,NJ,34,Northeast,0,1,1,17,17,1
2003,NJ,34,Northeast,0,1,1,18,17,3
2003,NJ,34,Northeast,0,1,1,18,273,1
2003,NJ,34,Northeast,0,1,1,22,17,1
2003,NJ,34,Northeast,0,1,1,24,17,6
2003,NJ,34,Northeast,0,1,1,25,17,1
2003,NJ,34,Northeast,0,1,1,26,17,4
2003,NJ,34,Northeast,0,1,1,27,17,6
2003,NJ,34,Northeast,0,1,1,28,17,2
2003,NJ,34,Northeast,0,1,1,29,17,2
2003,NJ,34,Northeast,0,1,1,64,17,2
2003,NJ,34,Northeast,0,1,1,66,17,2
2003,NJ,34,Northeast,0,1,1,80,17,1
2003,NJ,34,Northeast,0,1,1,88,17,1
2003,NJ,34,Northeast,0,1,1,90,17,4
2003,NJ,34,Northeast,0,1,1,91,17,1
2003,NJ,34,Northeast,0,1,1,94,17,1
2003,NJ,34,Northeast,0,1,1,95,17,1
2003,NJ,34,Northeast,0,1,1,128,17,1
2003,NJ,34,Northeast,0,1,1,133,17,1
2003,NJ,34,Northeast,0,1,1,136,17,2
2003,NJ,34,Northeast,0,1,1,144,17,8
2003,NJ,34,Northeast,0,1,1,146,17,1
2003,NJ,34,Northeast,0,1,1,147,17,3
2003,NJ,34,Northeast,0,1,1,152,17,2
2003,NJ,34,Northeast,0,1,1,153,17,1
2003,NJ,34,Northeast,0,1,1,154,17,2
2003,NJ,34,Northeast,0,1,1,155,17,1
2003,NJ,34,Northeast,0,1,1,156,17,2
2003,NJ,34,Northeast,0,1,1,157,17,1
2003,NJ,34,Northeast,0,1,1,193,17,1
2003,NJ,34,Northeast,0,1,1,204,17,1
2003,NJ,34,Northeast,0,1,1,208,17,4
2003,NJ,34,Northeast,0,1,1,210,17,3
2003,NJ,34,Northeast,0,1,1,211,17,1
2003,NJ,34,Northeast,0,1,1,216,17,6
2003,NJ,34,Northeast,0,1,1,217,17,1
2003,NJ,34,Northeast,0,1,1,218,17,3
2003,NJ,34,Northeast,0,1,1,219,17,5
2003,NJ,34,Northeast,0,1,1,223,17,1
2003,NJ,34,Northeast,0,1,2,16,33,2
2003,NJ,34,Northeast,0,1,2,26,33,1
2003,NJ,34,Northeast,0,1,2,31,33,1
2003,NJ,34,Northeast,0,1,2,64,33,1
2003,NJ,34,Northeast,0,1,2,80,33,1
2003,NJ,34,Northeast,0,1,2,92,33,1
2003,NJ,34,Northeast,0,1,2,146,33,1
2003,NJ,34,Northeast,0,1,3,4,305,1
2003,NJ,34,Northeast,0,1,3,16,49,1
2003,NJ,34,Northeast,0,1,3,26,49,1
2003,NJ,34,Northeast,0,1,3,128,49,1
2003,NJ,34,Northeast,0,1,3,208,49,1
2003,NJ,34,Northeast,0,1,4,16,65,1
2003,NJ,34,Northeast,0,1,4,75,65,1
2003,NJ,34,Northeast,0,1,5,29,81,1
2003,NJ,34,Northeast,0,3,1,0,19,1
2003,NJ,34,Northeast,0,3,1,0,275,1
2003,NJ,34,Northeast,0,3,1,16,19,1
2003,NJ,34,Northeast,0,3,1,16,275,3
2003,NJ,34,Northeast,0,3,1,18,275,5
2003,NJ,34,Northeast,0,3,1,19,275,1
2003,NJ,34,Northeast,0,3,1,24,275,1
2003,NJ,34,Northeast,0,3,1,26,275,1
2003,NJ,34,Northeast,0,3,1,27,275,1
2003,NJ,34,Northeast,0,3,1,28,19,1
2003,NJ,34,Northeast,0,3,1,80,19,1
2003,NJ,34,Northeast,0,3,1,112,19,1
2003,NJ,34,Northeast,0,3,1,146,275,3
2003,NJ,34,Northeast,0,3,1,147,275,2
2003,NJ,34,Northeast,0,3,1,155,275,1
2003,NJ,34,Northeast,0,3,1,192,19,1
2003,NJ,34,Northeast,0,3,1,210,275,1
2003,NJ,34,Northeast,0,3,1,223,19,1
2003,NJ,34,Northeast,0,3,2,88,35,1
2003,NJ,34,Northeast,0,3,3,27,51,1
2003,NJ,34,Northeast,0,3,3,28,51,1
2003,NJ,34,Northeast,0,3,3,150,307,1
2003,NJ,34,Northeast,0,3,4,140,67,1
2003,NJ,34,Northeast,0,3,4,208,67,1
2003,NJ,34,Northeast,0,3,5,27,83,1
2003,NJ,34,Northeast,0,3,5,31,83,1
2003,NJ,34,Northeast,0,3,5,94,83,1
2003,NJ,34,Northeast,0,3,5,219,83,2
2003,NJ,34,Northeast,0,3,6,156,99,1
2003,NJ,34,Northeast,0,3,7,73,115,1
2003,NJ,34,Northeast,0,5,1,91,21,1
2003,NJ,34,Northeast,0,5,1,144,21,1
2003,NJ,34,Northeast,0,5,2,16,37,4
2003,NJ,34,Northeast,0,5,2,30,37,1
2003,NJ,34,Northeast,0,5,2,64,37,1
2003,NJ,34,Northeast,0,5,2,80,37,1
2003,NJ,34,Northeast,0,5,2,144,37,2
2003,NJ,34,Northeast,0,5,2,152,37,1
2003,NJ,34,Northeast,0,5,3,16,53,1
2003,NJ,34,Northeast,0,5,3,24,53,1
2003,NJ,34,Northeast,0,5,3,26,53,1
2003,NJ,34,Northeast,0,5,3,64,53,2
2003,NJ,34,Northeast,0,5,3,152,53,1
2003,NJ,34,Northeast,0,5,3,210,309,1
2003,NJ,34,Northeast,0,5,3,218,53,1
2003,NJ,34,Northeast,0,5,3,222,53,1
2003,NJ,34,Northeast,0,7,0,24,7,1
2003,NJ,34,Northeast,0,7,1,8,23,1
2003,NJ,34,Northeast,0,7,2,18,39,1
2003,NJ,34,Northeast,0,7,2,203,39,1
2003,NJ,34,Northeast,0,7,2,208,39,1
2003,NJ,34,Northeast,0,7,3,24,55,1
2003,NJ,34,Northeast,0,8,1,155,16,1
2003,NJ,34,Northeast,0,9,1,0,17,1
2003,NJ,34,Northeast,0,9,1,8,17,1
2003,NJ,34,Northeast,0,9,1,27,17,1
2003,NJ,34,Northeast,0,9,1,28,17,2
2003,NJ,34,Northeast,0,9,1,128,17,2
2003,NJ,34,Northeast,0,9,1,144,17,1
2003,NJ,34,Northeast,0,9,1,146,17,1
2003,NJ,34,Northeast,0,9,1,152,17,1
2003,NJ,34,Northeast,0,9,1,155,17,2
2003,NJ,34,Northeast,0,9,1,159,17,1
2003,NJ,34,Northeast,0,9,1,201,17,1
2003,NJ,34,Northeast,0,9,1,208,17,1
2003,NJ,34,Northeast,0,9,1,214,17,1
2003,NJ,34,Northeast,0,9,1,223,17,1
2003,NJ,34,Northeast,0,11,5,31,83,1
2003,NJ,34,Northeast,0,13,3,27,53,1
2003,NM,35,West,0,0,0,0,0,4
2003,NM,35,West,0,0,1,8,16,1
2003,NM,35,West,0,0,1,222,16,1
2003,NM,35,West,0,1,0,155,1,1
2003,NM,35,West,0,1,1,0,17,2
2003,NM,35,West,0,1,1,3,17,1
2003,NM,35,West,0,1,1,16,273,1
2003,NM,35,West,0,1,1,18,17,3
2003,NM,35,West,0,1,1,22,17,1
2003,NM,35,West,0,1,1,27,17,1
2003,NM,35,West,0,1,1,31,17,2
2003,NM,35,West,0,1,1,64,17,2
2003,NM,35,West,0,1,1,80,17,1
2003,NM,35,West,0,1,1,90,17,1
2003,NM,35,West,0,1,1,95,17,1
2003,NM,35,West,0,1,1,146,17,1
2003,NM,35,West,0,1,1,155,17,2
2003,NM,35,West,0,1,1,158,17,1
2003,NM,35,West,0,1,1,208,17,1
2003,NM,35,West,0,1,1,219,17,1
2003,NM,35,West,0,1,1,222,17,1
2003,NM,35,West,0,1,1,223,17,2
2003,NM,35,West,0,3,1,0,19,1
2003,NM,35,West,0,3,1,16,275,1
2003,NM,35,West,0,3,1,28,19,1
2003,NM,35,West,0,3,1,30,275,1
2003,NM,35,West,0,3,1,31,19,1
2003,NM,35,West,0,3,1,154,19,1
2003,NM,35,West,0,3,3,0,307,1
2003,NM,35,West,0,3,3,16,51,2
2003,NM,35,West,0,3,3,152,51,1
2003,NM,35,West,0,3,4,31,67,1
2003,NM,35,West,0,3,7,147,115,1
2003,NM,35,West,0,5,0,24,5,1
2003,NM,35,West,0,5,3,94,309,1
2003,NM,35,West,0,5,3,219,53,1
2003,NM,35,West,0,7,3,152,55,1
2003,NM,35,West,0,8,1,27,16,1
2003,NM,35,West,0,9,1,27,17,1
2003,NM,35,West,0,9,1,31,17,1
2003,NM,35,West,0,9,1,82,17,1
2003,NM,35,West,0,9,1,222,17,1
2003,NM,35,West,0,13,1,66,21,1
2003,NV,32,West,0,0,0,0,0,1
2003,NV,32,West,0,1,0,155,1,1
2003,NV,32,West,0,1,1,14,17,1
