survey_year,state,state_fips,census_region,ownership_mask,center_type_mask,setting_mask,payment_mask,service_family_mask,facility_count
1998,AK,02,West,0,0,0,0,0,1
1998,AK,02,West,0,1,0,128,1,2
1998,AK,02,West,0,1,0,136,1,2
1998,AK,02,West,0,1,0,137,1,1
1998,AK,02,West,0,1,0,138,1,2
1998,AK,02,West,0,1,2,130,1,1
1998,AK,02,West,0,3,2,128,3,1
1998,AK,02,West,0,3,2,138,3,1
1998,AK,02,West,1,1,0,0,1,4
1998,AK,02,West,1,1,0,2,1,1
1998,AK,02,West,1,1,0,8,1,1
1998,AK,02,West,1,1,0,11,1,1
1998,AK,02,West,1,1,0,128,1,13
1998,AK,02,West,1,1,0,130,1,5
1998,AK,02,West,1,1,0,136,1,3
1998,AK,02,West,1,1,0,138,1,6
1998,AK,02,West,1,1,1,130,1,1
1998,AK,02,West,1,2,1,128,2,1
1998,AK,02,West,1,3,1,0,19,1
1998,AK,02,West,1,3,1,128,3,3
1998,AK,02,West,1,3,1,138,3,1
1998,AK,02,West,1,3,2,136,3,1
1998,AK,02,West,1,3,2,138,3,1
1998,AK,02,West,1,3,3,136,3,1
1998,AK,02,West,1,5,0,138,5,2
1998,AK,02,West,1,7,2,128,7,1
1998,AL,01,South,0,0,0,0,0,3
1998,AL,01,South,0,1,0,0,1,1
1998,AL,01,South,0,1,0,128,1,5
1998,AL,01,South,0,1,0,130,1,2
1998,AL,01,South,0,1,0,136,1,2
1998,AL,01,South,0,1,0,138,1,1
1998,AL,01,South,0,3,0,0,3,1
1998,AL,01,South,0,3,0,9,3,1
1998,AL,01,South,0,3,0,11,3,1
1998,AL,01,South,0,3,1,128,3,1
1998,AL,01,South,0,3,1,136,3,1
1998,AL,01,South,0,5,0,0,5,4
1998,AL,01,South,0,5,0,128,5,2
1998,AL,01,South,1,1,0,2,1,1
1998,AL,01,South,1,1,0,10,1,1
1998,AL,01,South,1,1,0,128,1,9
1998,AL,01,South,1,1,0,129,1,1
1998,AL,01,South,1,1,0,130,1,2
1998,AL,01,South,1,1,0,138,1,3
1998,AL,01,South,1,1,0,139,1,2
1998,AL,01,South,1,1,1,138,17,1
1998,AL,01,South,1,2,3,128,2,1
1998,AL,01,South,1,3,1,9,3,1
1998,AL,01,South,1,3,1,128,3,2
1998,AL,01,South,1,3,1,128,19,3
1998,AL,01,South,1,3,1,136,3,1
1998,AL,01,South,1,3,2,130,3,2
1998,AL,01,South,1,3,3,9,19,1
1998,AL,01,South,1,5,0,0,5,1
1998,AL,01,South,1,5,0,128,5,1
1998,AL,01,South,1,5,0,138,5,1
1998,AR,05,South,0,1,0,0,1,1
1998,AR,05,South,0,1,0,8,1,1
1998,AR,05,South,0,1,0,10,1,1
1998,AR,05,South,0,1,0,128,1,6
1998,AR,05,South,0,1,0,136,1,2
1998,AR,05,South,0,2,0,11,2,1
1998,AR,05,South,0,3,0,139,3,1
1998,AR,05,South,0,3,1,128,19,1
1998,AR,05,South,0,3,1,137,19,1
1998,AR,05,South,0,3,2,128,3,1
1998,AR,05,South,0,3,2,136,3,1
1998,AR,05,South,0,3,3,136,3,1
1998,AR,05,South,0,3,3,138,3,1
1998,AR,05,South,0,7,2,136,7,1
1998,AR,05,South,1,1,0,0,1,3
1998,AR,05,South,1,1,0,128,1,19
1998,AR,05,South,1,1,0,136,1,3
1998,AR,05,South,1,3,0,3,3,1
1998,AR,05,South,1,3,0,137,3,1
1998,AR,05,South,1,3,1,0,3,1
1998,AR,05,South,1,3,1,9,19,1
1998,AR,05,South,1,3,1,128,3,3
1998,AR,05,South,1,3,1,128,19,1
1998,AR,05,South,1,3,1,137,19,1
1998,AR,05,South,1,3,1,139,19,1
1998,AR,05,South,1,3,3,11,3,1
1998,AR,05,South,1,3,3,128,3,1
1998,AR,05,South,1,3,3,138,3,1
1998,AR,05,South,1,5,0,128,5,2
1998,AR,05,South,1,7,2,128,7,1
1998,AR,05,South,1,7,3,128,7,2
1998,AZ,04,West,0,0,0,0,0,1
1998,AZ,04,West,0,1,0,0,1,2
1998,AZ,04,West,0,1,0,2,1,1
1998,AZ,04,West,0,1,0,9,1,1
1998,AZ,04,West,0,1,0,10,1,1
1998,AZ,04,West,0,1,0,11,1,1
1998,AZ,04,West,0,1,0,128,1,10
1998,AZ,04,West,0,1,0,130,1,3
1998,AZ,04,West,0,1,0,136,1,2
1998,AZ,04,West,0,3,0,8,3,1
1998,AZ,04,West,0,3,0,10,3,1
1998,AZ,04,West,0,3,0,11,3,1
1998,AZ,04,West,0,3,1,11,3,1
1998,AZ,04,West,0,3,1,128,3,3
1998,AZ,04,West,0,3,1,128,19,2
1998,AZ,04,West,0,3,1,129,3,1
1998,AZ,04,West,0,3,1,130,3,2
1998,AZ,04,West,0,3,1,136,3,1
1998,AZ,04,West,0,3,2,128,3,2
1998,AZ,04,West,1,1,0,0,1,8
1998,AZ,04,West,1,1,0,2,1,1
1998,AZ,04,West,1,1,0,8,1,1
1998,AZ,04,West,1,1,0,10,1,1
1998,AZ,04,West,1,1,0,128,1,33
1998,AZ,04,West,1,1,0,130,1,4
1998,AZ,04,West,1,1,0,131,1,2
1998,AZ,04,West,1,1,0,136,1,3
1998,AZ,04,West,1,1,0,138,1,3
1998,AZ,04,West,1,1,0,139,1,1
1998,AZ,04,West,1,1,1,138,1,1
1998,AZ,04,West,1,3,1,0,3,5
1998,AZ,04,West,1,3,1,2,3,1
1998,AZ,04,West,1,3,1,8,3,1
1998,AZ,04,West,1,3,1,8,19,1
1998,AZ,04,West,1,3,1,10,3,1
1998,AZ,04,West,1,3,1,128,3,4
1998,AZ,04,West,1,3,1,128,19,1
1998,AZ,04,West,1,3,1,130,3,3
1998,AZ,04,West,1,3,1,131,3,1
1998,AZ,04,West,1,3,1,136,3,1
1998,AZ,04,West,1,3,1,139,19,1
1998,AZ,04,West,1,3,2,0,3,1
1998,AZ,04,West,1,3,2,128,3,1
1998,AZ,04,West,1,3,2,136,3,2
1998,AZ,04,West,1,3,3,11,19,1
1998,AZ,04,West,1,3,3,128,3,1
1998,AZ,04,West,1,5,0,0,5,3
1998,AZ,04,West,1,5,0,128,5,1
1998,AZ,04,West,1,7,3,136,7,1
1998,CA,06,West,0,0,0,0,0,8
1998,CA,06,West,0,1,0,0,1,37
1998,CA,06,West,0,1,0,2,1,5
1998,CA,06,West,0,1,0,8,1,3
1998,CA,06,West,0,1,0,128,1,235
1998,CA,06,West,0,1,0,129,1,1
1998,CA,06,West,0,1,0,130,1,29
1998,CA,06,West,0,1,0,136,1,25
1998,CA,06,West,0,1,0,137,1,1
1998,CA,06,West,0,1,0,138,1,8
1998,CA,06,West,0,1,0,139,1,1
1998,CA,06,West,0,1,1,128,1,1
1998,CA,06,West,0,1,1,137,1,1
1998,CA,06,West,0,1,2,128,1,2
1998,CA,06,West,0,2,0,9,2,1
1998,CA,06,West,0,2,1,128,2,1
1998,CA,06,West,0,2,1,138,18,1
1998,CA,06,West,0,2,2,128,2,2
1998,CA,06,West,0,2,2,136,2,1
1998,CA,06,West,0,3,0,0,3,1
1998,CA,06,West,0,3,0,8,3,1
1998,CA,06,West,0,3,0,9,3,5
1998,CA,06,West,0,3,0,11,3,1
1998,CA,06,West,0,3,0,128,3,2
1998,CA,06,West,0,3,1,0,3,1
1998,CA,06,West,0,3,1,0,19,1
1998,CA,06,West,0,3,1,2,3,1
1998,CA,06,West,0,3,1,3,19,1
1998,CA,06,West,0,3,1,8,3,1
1998,CA,06,West,0,3,1,9,3,1
1998,CA,06,West,0,3,1,9,19,3
1998,CA,06,West,0,3,1,128,3,23
1998,CA,06,West,0,3,1,128,19,1
1998,CA,06,West,0,3,1,129,3,2
1998,CA,06,West,0,3,1,130,3,42
1998,CA,06,West,0,3,1,131,3,1
1998,CA,06,West,0,3,1,136,19,2
1998,CA,06,West,0,3,1,138,3,5
1998,CA,06,West,0,3,1,139,3,2
1998,CA,06,West,0,3,2,0,3,1
1998,CA,06,West,0,3,2,128,3,39
1998,CA,06,West,0,3,2,130,3,1
1998,CA,06,West,0,3,2,136,3,10
1998,CA,06,West,0,3,2,138,3,1
1998,CA,06,West,0,3,3,9,19,1
1998,CA,06,West,0,5,0,0,5,6
1998,CA,06,West,0,5,0,128,5,6
1998,CA,06,West,0,5,0,130,5,1
1998,CA,06,West,0,5,0,136,5,1
1998,CA,06,West,0,5,1,136,5,1
1998,CA,06,West,0,7,2,0,7,1
1998,CA,06,West,0,7,2,139,7,1
1998,CA,06,West,1,1,0,0,1,52
1998,CA,06,West,1,1,0,2,1,12
1998,CA,06,West,1,1,0,8,1,4
1998,CA,06,West,1,1,0,10,1,1
1998,CA,06,West,1,1,0,128,1,319
1998,CA,06,West,1,1,0,129,1,3
1998,CA,06,West,1,1,0,130,1,51
1998,CA,06,West,1,1,0,131,1,2
1998,CA,06,West,1,1,0,136,1,48
1998,CA,06,West,1,1,0,137,1,3
1998,CA,06,West,1,1,0,138,1,10
1998,CA,06,West,1,1,0,139,1,5
1998,CA,06,West,1,1,1,0,1,1
1998,CA,06,West,1,1,1,128,1,7
1998,CA,06,West,1,1,1,128,17,3
1998,CA,06,West,1,1,1,130,1,1
1998,CA,06,West,1,1,1,136,1,2
1998,CA,06,West,1,1,1,138,1,1
1998,CA,06,West,1,1,2,128,1,3
1998,CA,06,West,1,1,2,138,1,1
1998,CA,06,West,1,1,6,136,97,1
1998,CA,06,West,1,2,1,128,2,1
1998,CA,06,West,1,2,1,130,2,1
1998,CA,06,West,1,3,0,0,3,2
1998,CA,06,West,1,3,0,8,3,2
1998,CA,06,West,1,3,0,9,3,2
1998,CA,06,West,1,3,0,136,3,1
1998,CA,06,West,1,3,0,137,3,2
1998,CA,06,West,1,3,0,139,3,1
1998,CA,06,West,1,3,1,0,3,3
1998,CA,06,West,1,3,1,0,19,5
1998,CA,06,West,1,3,1,1,19,1
1998,CA,06,West,1,3,1,8,3,1
1998,CA,06,West,1,3,1,9,3,3
1998,CA,06,West,1,3,1,11,3,1
1998,CA,06,West,1,3,1,11,19,1
1998,CA,06,West,1,3,1,128,3,28
1998,CA,06,West,1,3,1,128,19,1
1998,CA,06,West,1,3,1,130,3,24
1998,CA,06,West,1,3,1,131,3,6
1998,CA,06,West,1,3,1,136,3,8
1998,CA,06,West,1,3,1,136,19,1
1998,CA,06,West,1,3,1,137,3,1
1998,CA,06,West,1,3,1,137,19,3
1998,CA,06,West,1,3,1,138,3,3
1998,CA,06,West,1,3,1,139,3,5
1998,CA,06,West,1,3,1,139,19,1
1998,CA,06,West,1,3,2,0,3,2
1998,CA,06,West,1,3,2,128,3,34
1998,CA,06,West,1,3,2,136,3,13
1998,CA,06,West,1,3,2,138,3,1
1998,CA,06,West,1,3,3,128,3,4
1998,CA,06,West,1,3,3,136,3,3
1998,CA,06,West,1,3,3,139,3,1
1998,CA,06,West,1,5,0,0,5,6
1998,CA,06,West,1,5,0,8,5,1
1998,CA,06,West,1,5,0,128,5,11
1998,CA,06,West,1,5,0,129,5,1
1998,CA,06,West,1,5,0,130,5,1
1998,CA,06,West,1,5,0,136,5,4
1998,CA,06,West,1,5,2,137,5,1
1998,CA,06,West,1,7,0,128,7,2
1998,CA,06,West,1,7,1,128,23,1
1998,CA,06,West,1,7,1,136,7,2
1998,CA,06,West,1,7,2,128,7,4
1998,CA,06,West,1,7,2,136,7,2
1998,CA,06,West,1,7,3,128,7,2
1998,CO,08,West,0,0,0,0,0,4
1998,CO,08,West,0,1,0,0,1,5
1998,CO,08,West,0,1,0,10,1,1
1998,CO,08,West,0,1,0,128,1,45
1998,CO,08,West,0,1,0,129,1,1
1998,CO,08,West,0,1,0,136,1,7
1998,CO,08,West,0,1,0,138,1,2
1998,CO,08,West,0,1,1,11,17,1
1998,CO,08,West,0,1,2,130,1,1
1998,CO,08,West,0,2,2,136,2,2
1998,CO,08,West,0,3,0,11,3,1
1998,CO,08,West,0,3,1,9,19,1
1998,CO,08,West,0,3,1,128,3,1
1998,CO,08,West,0,3,1,138,3,1
1998,CO,08,West,0,3,1,139,19,1
1998,CO,08,West,0,3,2,128,3,1
1998,CO,08,West,0,3,2,136,3,2
1998,CO,08,West,0,3,2,138,3,1
1998,CO,08,West,0,3,3,128,3,1
1998,CO,08,West,0,5,0,8,5,1
1998,CO,08,West,0,7,2,138,7,1
1998,CO,08,West,1,1,0,0,1,11
1998,CO,08,West,1,1,0,8,1,4
1998,CO,08,West,1,1,0,9,1,1
1998,CO,08,West,1,1,0,11,1,4
1998,CO,08,West,1,1,0,128,1,59
1998,CO,08,West,1,1,0,130,1,3
1998,CO,08,West,1,1,0,131,1,1
1998,CO,08,West,1,1,0,136,1,12
1998,CO,08,West,1,1,0,137,1,1
1998,CO,08,West,1,1,0,138,1,7
1998,CO,08,West,1,1,1,10,17,1
1998,CO,08,West,1,1,1,136,1,1
1998,CO,08,West,1,2,2,128,2,1
1998,CO,08,West,1,3,0,11,3,1
1998,CO,08,West,1,3,0,139,3,1
1998,CO,08,West,1,3,1,9,19,1
1998,CO,08,West,1,3,1,128,3,2
1998,CO,08,West,1,3,1,136,3,1
1998,CO,08,West,1,3,1,136,19,1
1998,CO,08,West,1,3,1,137,19,2
1998,CO,08,West,1,3,1,139,3,1
1998,CO,08,West,1,3,2,128,3,2
1998,CO,08,West,1,3,2,138,3,1
1998,CO,08,West,1,5,0,128,5,2
1998,CO,08,West,1,7,2,128,7,1
1998,CT,09,Northeast,0,0,0,0,0,2
1998,CT,09,Northeast,0,1,0,0,1,2
1998,CT,09,Northeast,0,1,0,2,1,1
1998,CT,09,Northeast,0,1,0,10,1,5
1998,CT,09,Northeast,0,1,0,11,1,1
1998,CT,09,Northeast,0,1,0,128,1,17
1998,CT,09,Northeast,0,1,0,130,1,12
1998,CT,09,Northeast,0,1,0,138,1,13
1998,CT,09,Northeast,0,1,0,139,1,2
1998,CT,09,Northeast,0,2,0,11,2,1
1998,CT,09,Northeast,0,2,2,130,2,1
1998,CT,09,Northeast,0,2,2,137,2,1
1998,CT,09,Northeast,0,3,0,0,3,2
1998,CT,09,Northeast,0,3,0,128,3,1
1998,CT,09,Northeast,0,3,0,138,3,3
1998,CT,09,Northeast,0,3,1,0,19,2
1998,CT,09,Northeast,0,3,1,11,19,2
1998,CT,09,Northeast,0,3,1,128,3,1
1998,CT,09,Northeast,0,3,1,128,19,1
1998,CT,09,Northeast,0,3,1,129,3,1
1998,CT,09,Northeast,0,3,1,130,3,2
1998,CT,09,Northeast,0,3,1,131,3,1
1998,CT,09,Northeast,0,3,1,138,3,3
1998,CT,09,Northeast,0,3,1,139,3,1
1998,CT,09,Northeast,0,3,2,138,3,1
1998,CT,09,Northeast,0,3,3,138,3,1
1998,CT,09,Northeast,0,5,0,0,5,2
1998,CT,09,Northeast,0,5,0,2,5,1
1998,CT,09,Northeast,0,5,0,128,5,1
1998,CT,09,Northeast,1,1,0,0,1,6
1998,CT,09,Northeast,1,1,0,2,1,1
1998,CT,09,Northeast,1,1,0,10,1,7
1998,CT,09,Northeast,1,1,0,11,1,1
1998,CT,09,Northeast,1,1,0,128,1,19
1998,CT,09,Northeast,1,1,0,130,1,4
1998,CT,09,Northeast,1,1,0,131,1,1
1998,CT,09,Northeast,1,1,0,136,1,3
1998,CT,09,Northeast,1,1,0,137,1,1
1998,CT,09,Northeast,1,1,0,138,1,7
1998,CT,09,Northeast,1,1,0,139,1,7
1998,CT,09,Northeast,1,3,0,11,3,1
1998,CT,09,Northeast,1,3,0,139,3,1
1998,CT,09,Northeast,1,3,1,0,19,2
1998,CT,09,Northeast,1,3,1,11,3,2
1998,CT,09,Northeast,1,3,1,128,3,8
1998,CT,09,Northeast,1,3,1,130,3,8
1998,CT,09,Northeast,1,3,1,139,3,4
1998,CT,09,Northeast,1,3,2,138,3,2
1998,CT,09,Northeast,1,3,3,0,3,2
1998,CT,09,Northeast,1,3,3,0,19,1
1998,CT,09,Northeast,1,3,3,10,3,2
1998,CT,09,Northeast,1,3,3,11,19,2
1998,CT,09,Northeast,1,3,3,128,3,5
1998,CT,09,Northeast,1,5,0,0,5,3
1998,DC,11,South,0,1,0,10,1,1
1998,DC,11,South,0,1,0,128,1,5
1998,DC,11,South,0,1,0,131,1,1
1998,DC,11,South,0,1,0,136,1,1
1998,DC,11,South,0,1,0,137,1,1
1998,DC,11,South,0,3,1,0,3,1
1998,DC,11,South,0,3,1,128,3,4
1998,DC,11,South,0,3,1,130,3,1
1998,DC,11,South,0,3,1,139,3,1
1998,DC,11,South,0,3,2,128,3,1
1998,DC,11,South,0,3,3,128,3,1
1998,DC,11,South,0,5,0,128,5,1
1998,DC,11,South,1,1,0,0,1,1
1998,DC,11,South,1,1,0,2,1,1
1998,DC,11,South,1,1,0,8,1,2
1998,DC,11,South,1,1,0,128,1,15
1998,DC,11,South,1,1,0,131,1,1
1998,DC,11,South,1,1,1,128,1,1
1998,DC,11,South,1,1,1,137,1,1
1998,DC,11,South,1,3,0,0,3,1
1998,DC,11,South,1,3,1,10,19,1
1998,DC,11,South,1,3,1,11,3,1
1998,DC,11,South,1,3,1,128,3,1
1998,DC,11,South,1,3,1,130,3,1
1998,DC,11,South,1,3,1,139,3,1
1998,DC,11,South,1,3,2,0,3,2
1998,DC,11,South,1,3,2,128,3,2
1998,DC,11,South,1,3,3,128,19,1
1998,DC,11,South,1,5,1,128,5,1
1998,DE,10,South,0,1,0,0,1,1
1998,DE,10,South,0,1,0,128,1,6
1998,DE,10,South,0,1,0,130,1,1
1998,DE,10,South,0,1,0,138,1,2
1998,DE,10,South,0,3,0,0,3,1
1998,DE,10,South,0,3,1,0,3,1
1998,DE,10,South,0,3,1,128,3,1
1998,DE,10,South,0,3,1,136,3,1
1998,DE,10,South,0,3,1,138,3,1
1998,DE,10,South,0,3,1,139,3,2
1998,DE,10,South,0,3,2,128,3,1
1998,DE,10,South,0,3,2,136,3,1
1998,DE,10,South,0,5,0,0,5,3
1998,DE,10,South,0,5,0,128,5,1
1998,DE,10,South,1,1,0,0,1,2
1998,DE,10,South,1,1,0,8,1,3
1998,DE,10,South,1,1,0,128,1,4
1998,DE,10,South,1,1,0,136,1,3
1998,DE,10,South,1,1,0,138,1,1
1998,DE,10,South,1,1,0,139,1,1
1998,DE,10,South,1,3,1,10,3,1
1998,DE,10,South,1,3,1,136,3,1
1998,DE,10,South,1,3,1,138,3,1
1998,DE,10,South,1,5,0,0,5,1
1998,FL,12,South,0,0,0,0,0,3
1998,FL,12,South,0,1,0,0,1,27
1998,FL,12,South,0,1,0,2,1,3
1998,FL,12,South,0,1,0,8,1,3
1998,FL,12,South,0,1,0,128,1,75
1998,FL,12,South,0,1,0,129,1,1
1998,FL,12,South,0,1,0,130,1,18
1998,FL,12,South,0,1,0,136,1,11
1998,FL,12,South,0,1,0,137,1,1
1998,FL,12,South,0,1,0,138,1,14
1998,FL,12,South,0,1,0,139,1,1
1998,FL,12,South,0,1,1,0,1,1
1998,FL,12,South,0,1,1,11,17,1
1998,FL,12,South,0,2,0,10,2,3
1998,FL,12,South,0,2,0,11,2,1
1998,FL,12,South,0,2,1,0,18,1
1998,FL,12,South,0,2,1,8,18,1
1998,FL,12,South,0,2,1,128,18,1
1998,FL,12,South,0,2,2,0,2,1
1998,FL,12,South,0,2,2,10,2,1
1998,FL,12,South,0,2,2,136,2,1
1998,FL,12,South,0,2,3,128,2,1
1998,FL,12,South,0,3,0,0,3,2
1998,FL,12,South,0,3,0,11,3,1
1998,FL,12,South,0,3,0,137,3,1
1998,FL,12,South,0,3,0,139,3,1
1998,FL,12,South,0,3,1,0,3,1
1998,FL,12,South,0,3,1,11,3,1
1998,FL,12,South,0,3,1,128,3,9
1998,FL,12,South,0,3,1,128,19,1
1998,FL,12,South,0,3,1,130,3,2
1998,FL,12,South,0,3,1,136,3,1
1998,FL,12,South,0,3,1,137,3,1
1998,FL,12,South,0,3,2,10,3,1
1998,FL,12,South,0,3,2,128,3,1
1998,FL,12,South,0,3,2,130,3,1
1998,FL,12,South,0,3,2,136,3,3
1998,FL,12,South,0,5,0,0,5,1
1998,FL,12,South,0,5,0,128,5,3
1998,FL,12,South,0,5,0,130,5,1
1998,FL,12,South,1,1,0,0,1,31
1998,FL,12,South,1,1,0,2,1,1
1998,FL,12,South,1,1,0,8,1,5
1998,FL,12,South,1,1,0,9,1,2
1998,FL,12,South,1,1,0,10,1,3
1998,FL,12,South,1,1,0,11,1,1
1998,FL,12,South,1,1,0,128,1,78
1998,FL,12,South,1,1,0,130,1,17
1998,FL,12,South,1,1,0,131,1,2
1998,FL,12,South,1,1,0,136,1,24
1998,FL,12,South,1,1,0,137,1,1
1998,FL,12,South,1,1,0,138,1,12
1998,FL,12,South,1,1,1,0,1,1
1998,FL,12,South,1,1,1,11,17,1
1998,FL,12,South,1,1,1,136,17,1
1998,FL,12,South,1,1,2,128,1,1
1998,FL,12,South,1,1,2,138,1,1
1998,FL,12,South,1,3,0,0,3,1
1998,FL,12,South,1,3,0,128,3,1
1998,FL,12,South,1,3,0,136,3,1
1998,FL,12,South,1,3,0,139,3,1
1998,FL,12,South,1,3,1,0,3,3
1998,FL,12,South,1,3,1,0,19,2
1998,FL,12,South,1,3,1,9,19,1
1998,FL,12,South,1,3,1,11,19,1
1998,FL,12,South,1,3,1,128,3,5
1998,FL,12,South,1,3,1,130,3,1
1998,FL,12,South,1,3,1,136,3,3
1998,FL,12,South,1,3,1,137,3,1
1998,FL,12,South,1,3,1,137,19,1
1998,FL,12,South,1,3,1,138,3,1
1998,FL,12,South,1,3,2,0,3,1
1998,FL,12,South,1,3,2,10,3,1
1998,FL,12,South,1,3,2,128,3,7
1998,FL,12,South,1,3,2,130,3,1
1998,FL,12,South,1,3,2,136,3,4
1998,FL,12,South,1,3,2,138,3,11
1998,FL,12,South,1,3,3,136,3,1
1998,FL,12,South,1,3,3,137,19,1
1998,FL,12,South,1,5,0,0,5,1
1998,FL,12,South,1,5,0,10,5,1
1998,FL,12,South,1,5,0,128,5,7
1998,FL,12,South,1,5,2,130,5,2
1998,FL,12,South,1,7,2,136,7,1
1998,GA,13,South,0,0,0,0,0,3
1998,GA,13,South,0,1,0,0,1,5
1998,GA,13,South,0,1,0,11,1,1
1998,GA,13,South,0,1,0,128,1,11
1998,GA,13,South,0,1,0,130,1,1
1998,GA,13,South,0,1,0,131,1,2
1998,GA,13,South,0,1,0,138,1,1
1998,GA,13,South,0,1,0,139,1,1
1998,GA,13,South,0,2,0,11,2,1
1998,GA,13,South,0,2,1,0,18,1
1998,GA,13,South,0,2,2,2,2,1
1998,GA,13,South,0,3,0,0,3,2
1998,GA,13,South,0,3,0,11,3,2
1998,GA,13,South,0,3,1,0,3,2
1998,GA,13,South,0,3,1,0,19,1
1998,GA,13,South,0,3,1,9,19,1
1998,GA,13,South,0,3,1,11,19,1
1998,GA,13,South,0,3,1,128,3,4
1998,GA,13,South,0,3,1,128,19,1
1998,GA,13,South,0,3,1,130,3,2
1998,GA,13,South,0,3,1,137,19,1
1998,GA,13,South,0,3,2,0,3,1
1998,GA,13,South,0,3,2,130,3,1
1998,GA,13,South,0,3,2,136,3,1
1998,GA,13,South,0,3,3,130,3,1
1998,GA,13,South,0,5,0,0,5,1
1998,GA,13,South,0,5,0,136,5,1
1998,GA,13,South,0,7,3,128,23,1
1998,GA,13,South,1,1,0,0,1,18
1998,GA,13,South,1,1,0,2,1,4
1998,GA,13,South,1,1,0,10,1,3
1998,GA,13,South,1,1,0,11,1,1
1998,GA,13,South,1,1,0,128,1,20
1998,GA,13,South,1,1,0,129,1,1
1998,GA,13,South,1,1,0,130,1,11
1998,GA,13,South,1,1,0,131,1,3
1998,GA,13,South,1,1,0,136,1,1
1998,GA,13,South,1,1,0,138,1,4
1998,GA,13,South,1,1,0,139,1,1
1998,GA,13,South,1,1,1,128,17,1
1998,GA,13,South,1,1,1,130,1,1
1998,GA,13,South,1,2,0,11,2,1
1998,GA,13,South,1,3,0,0,3,1
1998,GA,13,South,1,3,0,11,3,1
1998,GA,13,South,1,3,0,128,3,1
1998,GA,13,South,1,3,0,138,3,2
1998,GA,13,South,1,3,0,139,3,1
1998,GA,13,South,1,3,1,2,3,3
1998,GA,13,South,1,3,1,8,3,1
1998,GA,13,South,1,3,1,9,3,1
1998,GA,13,South,1,3,1,9,19,3
1998,GA,13,South,1,3,1,10,3,2
1998,GA,13,South,1,3,1,11,3,2
1998,GA,13,South,1,3,1,11,19,1
1998,GA,13,South,1,3,1,128,3,4
1998,GA,13,South,1,3,1,128,19,2
1998,GA,13,South,1,3,1,130,3,1
1998,GA,13,South,1,3,1,137,19,2
1998,GA,13,South,1,3,1,138,3,2
1998,GA,13,South,1,3,1,139,3,1
1998,GA,13,South,1,3,2,0,3,1
1998,GA,13,South,1,3,2,2,3,1
1998,GA,13,South,1,3,2,10,3,1
1998,GA,13,South,1,3,2,128,3,1
1998,GA,13,South,1,3,2,130,3,1
1998,GA,13,South,1,3,2,131,3,1
1998,GA,13,South,1,3,3,2,3,1
1998,GA,13,South,1,3,3,2,19,1
1998,GA,13,South,1,3,3,139,19,1
1998,GA,13,South,1,5,0,128,5,1
1998,GA,13,South,1,5,1,128,21,1
1998,GA,13,South,1,7,1,128,23,1
1998,GA,13,South,1,7,1,136,7,1
1998,GA,13,South,1,7,1,137,23,1
1998,HI,15,West,0,0,0,0,0,1
1998,HI,15,West,0,1,0,0,1,1
1998,HI,15,West,0,1,0,8,1,1
1998,HI,15,West,0,1,0,128,1,6
1998,HI,15,West,0,1,0,136,1,3
1998,HI,15,West,0,1,2,128,1,1
1998,HI,15,West,0,3,1,138,3,2
1998,HI,15,West,0,3,2,136,3,2
1998,HI,15,West,1,1,0,0,1,1
1998,HI,15,West,1,1,0,128,1,11
1998,HI,15,West,1,1,0,138,1,1
1998,HI,15,West,1,1,1,128,17,2
1998,HI,15,West,1,3,1,128,3,2
1998,IA,19,Midwest,0,1,0,0,1,5
1998,IA,19,Midwest,0,1,0,10,1,1
1998,IA,19,Midwest,0,1,0,11,1,1
1998,IA,19,Midwest,0,1,0,128,1,1
1998,IA,19,Midwest,0,1,0,130,1,3
1998,IA,19,Midwest,0,1,0,138,1,4
1998,IA,19,Midwest,0,1,0,139,1,2
1998,IA,19,Midwest,0,3,0,11,3,2
1998,IA,19,Midwest,0,3,0,139,3,1
1998,IA,19,Midwest,0,3,1,10,3,1
1998,IA,19,Midwest,0,3,1,128,3,1
1998,IA,19,Midwest,0,3,1,138,3,1
1998,IA,19,Midwest,0,3,1,139,19,1
1998,IA,19,Midwest,0,3,2,128,3,1
1998,IA,19,Midwest,0,5,0,0,5,1
1998,IA,19,Midwest,0,5,0,2,5,1
1998,IA,19,Midwest,0,5,0,10,5,1
1998,IA,19,Midwest,0,7,0,139,7,1
1998,IA,19,Midwest,0,7,2,138,7,1
1998,IA,19,Midwest,1,1,0,0,1,3
1998,IA,19,Midwest,1,1,0,10,1,2
1998,IA,19,Midwest,1,1,0,11,1,1
1998,IA,19,Midwest,1,1,0,128,1,20
1998,IA,19,Midwest,1,1,0,138,1,11
1998,IA,19,Midwest,1,1,0,139,1,1
1998,IA,19,Midwest,1,3,0,10,3,1
1998,IA,19,Midwest,1,3,0,11,3,1
1998,IA,19,Midwest,1,3,0,128,3,1
1998,IA,19,Midwest,1,3,0,139,3,3
1998,IA,19,Midwest,1,3,1,0,3,1
1998,IA,19,Midwest,1,3,1,11,3,1
1998,IA,19,Midwest,1,3,1,136,3,1
1998,IA,19,Midwest,1,3,1,139,3,2
1998,IA,19,Midwest,1,3,2,138,3,1
1998,IA,19,Midwest,1,5,0,130,5,1
1998,IA,19,Midwest,1,5,0,138,5,4
1998,IA,19,Midwest,1,5,1,138,5,1
1998,IA,19,Midwest,1,7,2,138,7,1
1998,ID,16,West,0,1,0,0,1,1
