survey_year,state,facility_count,assigned_count,high_confidence_count,fallback_count,unassigned_count,assigned_share,high_confidence_share
2008,NY,880,878,0,878,2,0.9977272727272727,0.0
2008,OH,337,328,0,328,9,0.973293768545994,0.0
2008,OK,140,135,0,135,5,0.9642857142857143,0.0
2008,OR,210,210,0,210,0,1.0,0.0
2008,PA,438,435,0,435,3,0.9931506849315068,0.0
2008,RI,48,48,0,48,0,1.0,0.0
2008,SC,80,75,0,75,5,0.9375,0.0
2008,SD,49,45,0,45,4,0.9183673469387755,0.0
2008,TN,160,155,0,155,5,0.96875,0.0
2008,TX,401,388,0,388,13,0.9675810473815462,0.0
2008,UT,114,111,0,111,3,0.9736842105263158,0.0
2008,VA,111,109,0,109,2,0.9819819819819819,0.0
2008,VT,36,32,0,32,4,0.8888888888888888,0.0
2008,WA,389,385,0,385,4,0.9897172236503856,0.0
2008,WI,203,201,0,201,2,0.9901477832512315,0.0
2008,WV,62,62,0,62,0,1.0,0.0
2008,WY,44,43,0,43,1,0.9772727272727273,0.0
2009,AK,63,62,0,62,1,0.9841269841269841,0.0
2009,AL,99,97,0,97,2,0.9797979797979798,0.0
2009,AR,33,31,0,31,2,0.9393939393939394,0.0
2009,AZ,175,172,0,172,3,0.9828571428571429,0.0
2009,CA,1491,1472,0,1472,19,0.9872568745808182,0.0
2009,CO,356,352,0,352,4,0.9887640449438202,0.0
2009,CT,156,153,0,153,3,0.9807692307692307,0.0
2009,DC,36,35,0,35,1,0.9722222222222222,0.0
2009,DE,29,29,0,29,0,1.0,0.0
2009,FL,454,447,0,447,7,0.9845814977973568,0.0
2009,GA,158,156,0,156,2,0.9873417721518988,0.0
2009,HI,114,114,0,114,0,1.0,0.0
2009,IA,85,84,0,84,1,0.9882352941176471,0.0
2009,ID,62,61,0,61,1,0.9838709677419355,0.0
2009,IL,582,579,0,579,3,0.9948453608247423,0.0
2009,IN,267,263,0,263,4,0.9850187265917603,0.0
2009,KS,178,177,0,177,1,0.9943820224719101,0.0
2009,KY,270,262,0,262,8,0.9703703703703703,0.0
2009,LA,126,122,0,122,4,0.9682539682539683,0.0
2009,MA,236,229,0,229,7,0.9703389830508474,0.0
2009,MD,292,289,0,289,3,0.9897260273972602,0.0
2009,ME,148,144,0,144,4,0.972972972972973,0.0
2009,MI,442,438,0,438,4,0.9909502262443439,0.0
2009,MN,274,274,0,274,0,1.0,0.0
2009,MO,213,210,0,210,3,0.9859154929577465,0.0
2009,MS,77,66,0,66,11,0.8571428571428571,0.0
2009,MT,40,39,0,39,1,0.975,0.0
2009,NC,341,339,0,339,2,0.9941348973607038,0.0
2009,ND,53,52,0,52,1,0.9811320754716981,0.0
2009,NE,97,94,0,94,3,0.9690721649484536,0.0
2009,NH,37,35,0,35,2,0.9459459459459459,0.0
2009,NJ,282,269,0,269,13,0.9539007092198581,0.0
2009,NM,85,83,0,83,2,0.9764705882352941,0.0
2009,NV,65,65,0,65,0,1.0,0.0
2009,NY,876,873,0,873,3,0.9965753424657534,0.0
2009,OH,321,314,0,314,7,0.9781931464174455,0.0
2009,OK,152,146,0,146,6,0.9605263157894737,0.0
2009,OR,222,222,0,222,0,1.0,0.0
2009,PA,441,437,0,437,4,0.9909297052154195,0.0
2009,RI,54,54,0,54,0,1.0,0.0
2009,SC,86,82,0,82,4,0.9534883720930233,0.0
2009,SD,46,43,0,43,3,0.9347826086956522,0.0
2009,TN,150,146,0,146,4,0.9733333333333334,0.0
2009,TX,394,382,0,382,12,0.9695431472081218,0.0
2009,UT,114,112,0,112,2,0.9824561403508771,0.0
2009,VA,111,110,0,110,1,0.990990990990991,0.0
2009,VT,33,29,0,29,4,0.8787878787878788,0.0
2009,WA,385,380,0,380,5,0.987012987012987,0.0
2009,WI,212,211,0,211,1,0.9952830188679245,0.0
2009,WV,62,62,0,62,0,1.0,0.0
2009,WY,42,41,0,41,1,0.9761904761904762,0.0
2010,AK,57,56,0,56,1,0.9824561403508771,0.0
2010,AL,95,93,0,93,2,0.9789473684210527,0.0
2010,AR,41,39,0,39,2,0.9512195121951219,0.0
2010,AZ,165,163,0,163,2,0.9878787878787879,0.0
2010,CA,1415,1401,0,1401,14,0.9901060070671378,0.0
2010,CO,388,384,0,384,4,0.9896907216494846,0.0
2010,CT,150,148,0,148,2,0.9866666666666667,0.0
2010,DC,32,31,0,31,1,0.96875,0.0
2010,DE,25,25,0,25,0,1.0,0.0
2010,FL,446,440,0,440,6,0.9865470852017937,0.0
2010,GA,154,152,0,152,2,0.987012987012987,0.0
2010,HI,110,110,0,110,0,1.0,0.0
2010,IA,84,83,0,83,1,0.9880952380952381,0.0
2010,ID,80,79,0,79,1,0.9875,0.0
2010,IL,592,588,0,588,4,0.9932432432432432,0.0
2010,IN,246,244,0,244,2,0.991869918699187,0.0
2010,KS,197,196,0,196,1,0.9949238578680203,0.0
2010,KY,269,260,0,260,9,0.966542750929368,0.0
2010,LA,119,116,0,116,3,0.9747899159663865,0.0
2010,MA,231,225,0,225,6,0.974025974025974,0.0
2010,MD,306,303,0,303,3,0.9901960784313726,0.0
2010,ME,164,160,0,160,4,0.975609756097561,0.0
2010,MI,439,434,0,434,5,0.9886104783599089,0.0
2010,MN,279,279,0,279,0,1.0,0.0
2010,MO,243,242,0,242,1,0.9958847736625515,0.0
2010,MS,74,65,0,65,9,0.8783783783783784,0.0
2010,MT,39,38,0,38,1,0.9743589743589743,0.0
2010,NC,342,340,0,340,2,0.9941520467836257,0.0
2010,ND,50,49,0,49,1,0.98,0.0
2010,NE,100,97,0,97,3,0.97,0.0
2010,NH,34,32,0,32,2,0.9411764705882353,0.0
2010,NJ,290,277,0,277,13,0.9551724137931035,0.0
2010,NM,90,89,0,89,1,0.9888888888888889,0.0
2010,NV,67,67,0,67,0,1.0,0.0
2010,NY,916,913,0,913,3,0.9967248908296943,0.0
2010,OH,301,296,0,296,5,0.9833887043189369,0.0
2010,OK,150,146,0,146,4,0.9733333333333334,0.0
2010,OR,190,189,0,189,1,0.9947368421052631,0.0
2010,PA,454,451,0,451,3,0.9933920704845814,0.0
2010,RI,50,50,0,50,0,1.0,0.0
2010,SC,87,84,0,84,3,0.9655172413793104,0.0
2010,SD,48,45,0,45,3,0.9375,0.0
2010,TN,155,150,0,150,5,0.967741935483871,0.0
2010,TX,387,377,0,377,10,0.9741602067183462,0.0
2010,UT,123,122,0,122,1,0.991869918699187,0.0
2010,VA,112,111,0,111,1,0.9910714285714286,0.0
2010,VT,33,29,0,29,4,0.8787878787878788,0.0
2010,WA,415,411,0,411,4,0.9903614457831326,0.0
2010,WI,213,211,0,211,2,0.9906103286384976,0.0
2010,WV,62,62,0,62,0,1.0,0.0
2010,WY,41,40,0,40,1,0.975609756097561,0.0
2011,AK,59,58,0,58,1,0.9830508474576272,0.0
2011,AL,104,102,0,102,2,0.9807692307692307,0.0
2011,AR,60,57,0,57,3,0.95,0.0
2011,AZ,171,169,0,169,2,0.9883040935672515,0.0
2011,CA,1386,1372,0,1372,14,0.98989898989899,0.0
2011,CO,387,381,0,381,6,0.9844961240310077,0.0
2011,CT,142,140,0,140,2,0.9859154929577465,0.0
2011,DC,34,33,0,33,1,0.9705882352941176,0.0
2011,DE,30,30,0,30,0,1.0,0.0
2011,FL,471,464,0,464,7,0.9851380042462845,0.0
2011,GA,171,169,0,169,2,0.9883040935672515,0.0
2011,HI,112,112,0,112,0,1.0,0.0
2011,IA,85,84,0,84,1,0.9882352941176471,0.0
2011,ID,89,88,0,88,1,0.9887640449438202,0.0
2011,IL,609,607,0,607,2,0.9967159277504105,0.0
2011,IN,236,233,0,233,3,0.9872881355932204,0.0
2011,KS,205,205,0,205,0,1.0,0.0
2011,KY,296,287,0,287,9,0.9695945945945946,0.0
2011,LA,107,106,0,106,1,0.9906542056074766,0.0
2011,MA,244,238,0,238,6,0.9754098360655737,0.0
2011,MD,311,306,0,306,5,0.9839228295819936,0.0
2011,ME,179,174,0,174,5,0.9720670391061452,0.0
2011,MI,450,445,0,445,5,0.9888888888888889,0.0
2011,MN,303,303,0,303,0,1.0,0.0
2011,MO,257,254,0,254,3,0.9883268482490273,0.0
2011,MS,71,63,0,63,8,0.8873239436619719,0.0
2011,MT,45,44,0,44,1,0.9777777777777777,0.0
2011,NC,349,346,0,346,3,0.9914040114613181,0.0
2011,ND,52,51,0,51,1,0.9807692307692307,0.0
2011,NE,100,97,0,97,3,0.97,0.0
2011,NH,39,38,0,38,1,0.9743589743589743,0.0
2011,NJ,317,304,0,304,13,0.9589905362776026,0.0
2011,NM,95,95,0,95,0,1.0,0.0
2011,NV,62,62,0,62,0,1.0,0.0
2011,NY,815,812,0,812,3,0.996319018404908,0.0
2011,OH,304,302,0,302,2,0.993421052631579,0.0
2011,OK,166,162,0,162,4,0.9759036144578314,0.0
2011,OR,208,207,0,207,1,0.9951923076923077,0.0
2011,PA,463,461,0,461,2,0.9956803455723542,0.0
2011,RI,50,50,0,50,0,1.0,0.0
2011,SC,92,89,0,89,3,0.967391304347826,0.0
2011,SD,53,50,0,50,3,0.9433962264150944,0.0
2011,TN,172,166,0,166,6,0.9651162790697675,0.0
2011,TX,403,394,0,394,9,0.9776674937965261,0.0
2011,UT,130,129,0,129,1,0.9923076923076923,0.0
2011,VA,141,140,0,140,1,0.9929078014184397,0.0
2011,VT,33,28,0,28,5,0.8484848484848485,0.0
2011,WA,415,412,0,412,3,0.9927710843373494,0.0
2011,WI,214,212,0,212,2,0.9906542056074766,0.0
2011,WV,79,79,0,79,0,1.0,0.0
2011,WY,44,44,0,44,0,1.0,0.0
2012,AK,70,69,0,69,1,0.9857142857142858,0.0
2012,AL,101,98,0,98,3,0.9702970297029703,0.0
2012,AR,74,70,0,70,4,0.9459459459459459,0.0
2012,AZ,273,272,0,272,1,0.9963369963369964,0.0
2012,CA,1338,1322,0,1322,16,0.9880418535127056,0.0
2012,CO,397,391,0,391,6,0.9848866498740554,0.0
2012,CT,145,143,0,143,2,0.9862068965517241,0.0
2012,DC,30,30,0,30,0,1.0,0.0
2012,DE,34,34,0,34,0,1.0,0.0
2012,FL,474,468,0,468,6,0.9873417721518988,0.0
2012,GA,200,198,0,198,2,0.99,0.0
2012,HI,116,116,0,116,0,1.0,0.0
2012,IA,101,100,0,100,1,0.9900990099009901,0.0
2012,ID,88,87,0,87,1,0.9886363636363636,0.0
2012,IL,583,581,0,581,2,0.9965694682675815,0.0
2012,IN,241,238,0,238,3,0.9875518672199171,0.0
2012,KS,205,205,0,205,0,1.0,0.0
2012,KY,294,285,0,285,9,0.9693877551020408,0.0
2012,LA,100,98,0,98,2,0.98,0.0
2012,MA,259,253,0,253,6,0.9768339768339769,0.0
2012,MD,324,318,0,318,6,0.9814814814814815,0.0
2012,ME,188,183,0,183,5,0.973404255319149,0.0
2012,MI,439,435,0,435,4,0.9908883826879271,0.0
2012,MN,310,310,0,310,0,1.0,0.0
2012,MO,246,245,0,245,1,0.9959349593495935,0.0
2012,MS,75,67,0,67,8,0.8933333333333333,0.0
2012,MT,52,51,0,51,1,0.9807692307692307,0.0
2012,NC,353,348,0,348,5,0.9858356940509915,0.0
2012,ND,58,57,0,57,1,0.9827586206896551,0.0
2012,NE,104,102,0,102,2,0.9807692307692307,0.0
2012,NH,42,40,0,40,2,0.9523809523809523,0.0
2012,NJ,320,308,0,308,12,0.9625,0.0
2012,NM,110,110,0,110,0,1.0,0.0
2012,NV,64,64,0,64,0,1.0,0.0
2012,NY,809,807,0,807,2,0.9975278121137207,0.0
2012,OH,290,288,0,288,2,0.993103448275862,0.0
2012,OK,178,175,0,175,3,0.9831460674157303,0.0
2012,OR,206,206,0,206,0,1.0,0.0
2012,PA,460,457,0,457,3,0.9934782608695653,0.0
2012,RI,54,54,0,54,0,1.0,0.0
2012,SC,84,81,0,81,3,0.9642857142857143,0.0
2012,SD,58,55,0,55,3,0.9482758620689655,0.0
2012,TN,178,172,0,172,6,0.9662921348314607,0.0
2012,TX,383,377,0,377,6,0.9843342036553525,0.0
2012,UT,137,136,0,136,1,0.9927007299270073,0.0
2012,VA,145,143,0,143,2,0.9862068965517241,0.0
2012,VT,36,31,0,31,5,0.8611111111111112,0.0
2012,WA,417,415,0,415,2,0.9952038369304557,0.0
2012,WI,212,209,0,209,3,0.9858490566037735,0.0
2012,WV,78,78,0,78,0,1.0,0.0
2012,WY,43,43,0,43,0,1.0,0.0
2013,AK,72,71,0,71,1,0.9861111111111112,0.0
2013,AL,127,124,0,124,3,0.9763779527559056,0.0
2013,AR,64,62,0,62,2,0.96875,0.0
2013,AZ,245,244,0,244,1,0.9959183673469387,0.0
2013,CA,1249,1239,0,1239,10,0.9919935948759008,0.0
2013,CO,410,405,0,405,5,0.9878048780487805,0.0
2013,CT,159,157,0,157,2,0.9874213836477987,0.0
2013,DC,29,29,0,29,0,1.0,0.0
2013,DE,34,34,0,34,0,1.0,0.0
2013,FL,456,451,0,451,5,0.9890350877192983,0.0
2013,GA,278,274,0,274,4,0.9856115107913669,0.0
2013,HI,116,116,0,116,0,1.0,0.0
2013,IA,102,101,0,101,1,0.9901960784313726,0.0
2013,ID,92,91,0,91,1,0.9891304347826086,0.0
2013,IL,601,599,0,599,2,0.9966722129783694,0.0
2013,IN,232,228,0,228,4,0.9827586206896551,0.0
2013,KS,189,189,0,189,0,1.0,0.0
2013,KY,293,285,0,285,8,0.9726962457337884,0.0
2013,LA,93,91,0,91,2,0.978494623655914,0.0
2013,MA,259,254,0,254,5,0.9806949806949807,0.0
2013,MD,323,317,0,317,6,0.9814241486068112,0.0
2013,ME,185,180,0,180,5,0.972972972972973,0.0
2013,MI,421,417,0,417,4,0.9904988123515439,0.0
2013,MN,309,309,0,309,0,1.0,0.0
2013,MO,217,217,0,217,0,1.0,0.0
2013,MS,68,62,0,62,6,0.9117647058823529,0.0
2013,MT,58,57,0,57,1,0.9827586206896551,0.0
2013,NC,358,354,0,354,4,0.9888268156424581,0.0
2013,ND,57,55,0,55,2,0.9649122807017544,0.0
2013,NE,90,88,0,88,2,0.9777777777777777,0.0
2013,NH,37,37,0,37,0,1.0,0.0
2013,NJ,314,301,0,301,13,0.9585987261146497,0.0
2013,NM,96,95,0,95,1,0.9895833333333334,0.0
2013,NV,60,60,0,60,0,1.0,0.0
2013,NY,791,790,0,790,1,0.9987357774968394,0.0
2013,OH,286,286,0,286,0,1.0,0.0
2013,OK,167,163,0,163,4,0.9760479041916168,0.0
2013,OR,208,207,0,207,1,0.9951923076923077,0.0
2013,PA,434,432,0,432,2,0.9953917050691244,0.0
2013,RI,54,54,0,54,0,1.0,0.0
2013,SC,92,89,0,89,3,0.967391304347826,0.0
2013,SD,54,51,0,51,3,0.9444444444444444,0.0
2013,TN,166,160,0,160,6,0.963855421686747,0.0
2013,TX,370,365,0,365,5,0.9864864864864865,0.0
2013,UT,136,135,0,135,1,0.9926470588235294,0.0
2013,VA,140,139,0,139,1,0.9928571428571429,0.0
2013,VT,36,32,0,32,4,0.8888888888888888,0.0
2013,WA,401,399,0,399,2,0.9950124688279302,0.0
2013,WI,200,198,0,198,2,0.99,0.0
2013,WV,86,86,0,86,0,1.0,0.0
2013,WY,45,45,0,45,0,1.0,0.0
2014,AK,73,72,0,72,1,0.9863013698630136,0.0
2014,AL,128,125,0,125,3,0.9765625,0.0
2014,AR,59,58,0,58,1,0.9830508474576272,0.0
2014,AZ,250,250,0,250,0,1.0,0.0
2014,CA,1234,1224,0,1224,10,0.9918962722852512,0.0
2014,CO,418,412,0,412,6,0.9856459330143541,0.0
2014,CT,160,158,0,158,2,0.9875,0.0
2014,DC,28,28,0,28,0,1.0,0.0
2014,DE,33,33,0,33,0,1.0,0.0
2014,FL,519,514,0,514,5,0.9903660886319846,0.0
2014,GA,270,269,0,269,1,0.9962962962962963,0.0
2014,HI,165,164,0,164,1,0.9939393939393939,0.0
2014,IA,105,104,0,104,1,0.9904761904761905,0.0
2014,ID,121,120,0,120,1,0.9917355371900827,0.0
2014,IL,651,649,0,649,2,0.9969278033794163,0.0
2014,IN,229,225,0,225,4,0.982532751091703,0.0
2014,KS,189,189,0,189,0,1.0,0.0
2014,KY,316,309,0,309,7,0.9778481012658228,0.0
2014,LA,91,89,0,89,2,0.978021978021978,0.0
2014,MA,294,290,0,290,4,0.9863945578231292,0.0
2014,MD,338,333,0,333,5,0.985207100591716,0.0
2014,ME,204,197,0,197,7,0.9656862745098039,0.0
2014,MI,423,419,0,419,4,0.9905437352245863,0.0
2014,MN,341,340,0,340,1,0.9970674486803519,0.0
2014,MO,234,233,0,233,1,0.9957264957264957,0.0
2014,MS,63,59,0,59,4,0.9365079365079365,0.0
2014,MT,54,53,0,53,1,0.9814814814814815,0.0
2014,NC,395,391,0,391,4,0.9898734177215189,0.0
2014,ND,58,56,0,56,2,0.9655172413793104,0.0
2014,NE,85,83,0,83,2,0.9764705882352941,0.0
2014,NH,36,36,0,36,0,1.0,0.0
2014,NJ,311,301,0,301,10,0.9678456591639871,0.0
2014,NM,82,82,0,82,0,1.0,0.0
2014,NV,60,60,0,60,0,1.0,0.0
2014,NY,804,803,0,803,1,0.9987562189054726,0.0
2014,OH,302,302,0,302,0,1.0,0.0
2014,OK,169,166,0,166,3,0.9822485207100592,0.0
2014,OR,209,208,0,208,1,0.9952153110047847,0.0
2014,PA,482,479,0,479,3,0.9937759336099585,0.0
2014,RI,55,55,0,55,0,1.0,0.0
2014,SC,90,87,0,87,3,0.9666666666666667,0.0
2014,SD,64,61,0,61,3,0.953125,0.0
2014,TN,167,161,0,161,6,0.9640718562874252,0.0
2014,TX,381,376,0,376,5,0.9868766404199475,0.0
2014,UT,148,146,0,146,2,0.9864864864864865,0.0
2014,VA,139,139,0,139,0,1.0,0.0
2014,VT,39,36,0,36,3,0.9230769230769231,0.0
2014,WA,401,399,0,399,2,0.9950124688279302,0.0
2014,WI,201,199,0,199,2,0.9900497512437811,0.0
2014,WV,92,92,0,92,0,1.0,0.0
2014,WY,53,53,0,53,0,1.0,0.0
2015,AK,81,80,0,80,1,0.9876543209876543,0.0
2015,AL,124,121,0,121,3,0.9758064516129032,0.0
2015,AR,60,59,0,59,1,0.9833333333333333,0.0
2015,AZ,283,281,0,281,2,0.9929328621908127,0.0
2015,CA,1165,1158,0,1158,7,0.9939914163090129,0.0
2015,CO,350,344,0,344,6,0.9828571428571429,0.0
2015,CT,180,180,0,180,0,1.0,0.0
2015,DC,26,26,0,26,0,1.0,0.0
2015,DE,33,33,0,33,0,1.0,0.0
2015,FL,522,520,0,520,2,0.9961685823754789,0.0
2015,GA,275,272,0,272,3,0.9890909090909091,0.0
2015,HI,148,148,0,148,0,1.0,0.0
2015,IA,131,130,0,130,1,0.9923664122137404,0.0
2015,ID,104,103,0,103,1,0.9903846153846154,0.0
2015,IL,598,596,0,596,2,0.9966555183946488,0.0
2015,IN,226,223,0,223,3,0.9867256637168141,0.0
2015,KS,190,190,0,190,0,1.0,0.0
2015,KY,281,276,0,276,5,0.9822064056939501,0.0
2015,LA,108,107,0,107,1,0.9907407407407407,0.0
2015,MA,279,275,0,275,4,0.985663082437276,0.0
2015,MD,333,328,0,328,5,0.984984984984985,0.0
2015,ME,178,174,0,174,4,0.9775280898876404,0.0
2015,MI,415,411,0,411,4,0.9903614457831326,0.0
2015,MN,309,308,0,308,1,0.9967637540453075,0.0
2015,MO,225,224,0,224,1,0.9955555555555555,0.0
2015,MS,72,69,0,69,3,0.9583333333333334,0.0
2015,MT,50,50,0,50,0,1.0,0.0
2015,NC,366,360,0,360,6,0.9836065573770492,0.0
2015,ND,56,55,0,55,1,0.9821428571428571,0.0
2015,NE,107,105,0,105,2,0.9813084112149533,0.0
2015,NH,43,43,0,43,0,1.0,0.0
2015,NJ,299,290,0,290,9,0.9698996655518395,0.0
2015,NM,121,121,0,121,0,1.0,0.0
2015,NV,62,62,0,62,0,1.0,0.0
2015,NY,780,779,0,779,1,0.9987179487179487,0.0
2015,OH,310,310,0,310,0,1.0,0.0
2015,OK,148,145,0,145,3,0.9797297297297297,0.0
2015,OR,203,202,0,202,1,0.9950738916256158,0.0
2015,PA,471,468,0,468,3,0.9936305732484076,0.0
2015,RI,46,46,0,46,0,1.0,0.0
2015,SC,91,88,0,88,3,0.967032967032967,0.0
2015,SD,56,52,0,52,4,0.9285714285714286,0.0
2015,TN,191,185,0,185,6,0.9685863874345549,0.0
2015,TX,380,372,0,372,8,0.9789473684210527,0.0
2015,UT,149,149,0,149,0,1.0,0.0
2015,VA,200,200,0,200,0,1.0,0.0
2015,VT,39,36,0,36,3,0.9230769230769231,0.0
2015,WA,376,374,0,374,2,0.9946808510638298,0.0
2015,WI,228,226,0,226,2,0.9912280701754386,0.0
2015,WV,90,90,0,90,0,1.0,0.0
2015,WY,52,52,0,52,0,1.0,0.0
2016,AK,80,79,0,79,1,0.9875,0.0
2016,AL,122,119,0,119,3,0.9754098360655737,0.0
2016,AR,89,85,0,85,4,0.9550561797752809,0.0
2016,AZ,282,280,0,280,2,0.9929078014184397,0.0
2016,CA,1138,1129,0,1129,9,0.992091388400703,0.0
2016,CO,349,342,0,342,7,0.9799426934097422,0.0
2016,CT,186,186,0,186,0,1.0,0.0
2016,DC,26,26,0,26,0,1.0,0.0
2016,DE,37,37,0,37,0,1.0,0.0
2016,FL,562,558,0,558,4,0.9928825622775801,0.0
2016,GA,272,271,0,271,1,0.9963235294117647,0.0
2016,HI,149,149,0,149,0,1.0,0.0
2016,IA,134,132,0,132,2,0.9850746268656716,0.0
2016,ID,107,107,0,107,0,1.0,0.0
2016,IL,612,610,0,610,2,0.9967320261437909,0.0
2016,IN,236,234,0,234,2,0.9915254237288136,0.0
2016,KS,180,180,0,180,0,1.0,0.0
2016,KY,298,293,0,293,5,0.9832214765100671,0.0
2016,LA,106,105,0,105,1,0.9905660377358491,0.0
2016,MA,308,305,0,305,3,0.9902597402597403,0.0
2016,MD,363,358,0,358,5,0.9862258953168044,0.0
2016,ME,198,190,0,190,8,0.9595959595959596,0.0
2016,MI,431,427,0,427,4,0.9907192575406032,0.0
2016,MN,333,332,0,332,1,0.996996996996997,0.0
2016,MO,238,237,0,237,1,0.9957983193277311,0.0
2016,MS,71,68,0,68,3,0.9577464788732394,0.0
2016,MT,44,44,0,44,0,1.0,0.0
2016,NC,413,410,0,410,3,0.9927360774818402,0.0
2016,ND,56,55,0,55,1,0.9821428571428571,0.0
2016,NE,111,109,0,109,2,0.9819819819819819,0.0
2016,NH,52,52,0,52,0,1.0,0.0
2016,NJ,299,291,0,291,8,0.9732441471571907,0.0
2016,NM,113,113,0,113,0,1.0,0.0
2016,NV,61,61,0,61,0,1.0,0.0
2016,NY,806,804,0,804,2,0.9975186104218362,0.0
2016,OH,333,333,0,333,0,1.0,0.0
2016,OK,136,133,0,133,3,0.9779411764705882,0.0
2016,OR,188,187,0,187,1,0.9946808510638298,0.0
2016,PA,478,475,0,475,3,0.9937238493723849,0.0
2016,RI,48,48,0,48,0,1.0,0.0
2016,SC,94,91,0,91,3,0.9680851063829787,0.0
2016,SD,49,46,0,46,3,0.9387755102040817,0.0
2016,TN,186,182,0,182,4,0.978494623655914,0.0
2016,TX,393,384,0,384,9,0.9770992366412213,0.0
2016,UT,188,187,0,187,1,0.9946808510638298,0.0
2016,VA,196,195,0,195,1,0.9948979591836735,0.0
2016,VT,41,34,0,34,7,0.8292682926829268,0.0
2016,WA,377,375,0,375,2,0.9946949602122016,0.0
2016,WI,218,216,0,216,2,0.9908256880733946,0.0
2016,WV,94,94,0,94,0,1.0,0.0
2016,WY,46,46,0,46,0,1.0,0.0
2017,AK,84,84,0,84,0,1.0,0.0
2017,AL,118,116,0,116,2,0.9830508474576272,0.0
2017,AR,96,91,0,91,5,0.9479166666666666,0.0
2017,AZ,302,300,0,300,2,0.9933774834437086,0.0
2017,CA,1107,1101,0,1101,6,0.994579945799458,0.0
2017,CO,347,342,0,342,5,0.9855907780979827,0.0
2017,CT,200,199,0,199,1,0.995,0.0
2017,DC,24,24,0,24,0,1.0,0.0
2017,DE,26,26,0,26,0,1.0,0.0
2017,FL,536,533,0,533,3,0.9944029850746269,0.0
2017,GA,254,252,0,252,2,0.9921259842519685,0.0
2017,HI,144,144,0,144,0,1.0,0.0
2017,IA,142,141,0,141,1,0.9929577464788732,0.0
2017,ID,106,106,0,106,0,1.0,0.0
2017,IL,580,578,0,578,2,0.996551724137931,0.0
2017,IN,277,275,0,275,2,0.9927797833935018,0.0
2017,KS,166,166,0,166,0,1.0,0.0
2017,KY,335,331,0,331,4,0.9880597014925373,0.0
2017,LA,107,106,0,106,1,0.9906542056074766,0.0
2017,MA,333,330,0,330,3,0.990990990990991,0.0
2017,MD,360,355,0,355,5,0.9861111111111112,0.0
2017,ME,174,168,0,168,6,0.9655172413793104,0.0
2017,MI,431,427,0,427,4,0.9907192575406032,0.0
2017,MN,337,337,0,337,0,1.0,0.0
2017,MO,236,235,0,235,1,0.9957627118644068,0.0
2017,MS,69,66,0,66,3,0.9565217391304348,0.0
2017,MT,60,60,0,60,0,1.0,0.0
2017,NC,428,424,0,424,4,0.9906542056074766,0.0
2017,ND,62,59,0,59,3,0.9516129032258065,0.0
2017,NE,116,112,0,112,4,0.9655172413793104,0.0
2017,NH,67,67,0,67,0,1.0,0.0
2017,NJ,321,312,0,312,9,0.9719626168224299,0.0
2017,NM,119,119,0,119,0,1.0,0.0
2017,NV,61,60,0,60,1,0.9836065573770492,0.0
2017,NY,769,766,0,766,3,0.9960988296488946,0.0
2017,OH,359,359,0,359,0,1.0,0.0
2017,OK,164,162,0,162,2,0.9878048780487805,0.0
2017,OR,202,201,0,201,1,0.995049504950495,0.0
2017,PA,488,484,0,484,4,0.9918032786885246,0.0
2017,RI,46,46,0,46,0,1.0,0.0
2017,SC,91,89,0,89,2,0.978021978021978,0.0
2017,SD,52,49,0,49,3,0.9423076923076923,0.0
2017,TN,199,197,0,197,2,0.9899497487437185,0.0
2017,TX,385,380,0,380,5,0.987012987012987,0.0
2017,UT,216,214,0,214,2,0.9907407407407407,0.0
2017,VA,187,187,0,187,0,1.0,0.0
2017,VT,40,34,0,34,6,0.85,0.0
2017,WA,362,360,0,360,2,0.994475138121547,0.0
2017,WI,247,244,0,244,3,0.9878542510121457,0.0
2017,WV,90,90,0,90,0,1.0,0.0
2017,WY,47,47,0,47,0,1.0,0.0
2018,AK,89,89,0,89,0,1.0,0.0
2018,AL,124,121,0,121,3,0.9758064516129032,0.0
2018,AR,136,131,0,131,5,0.9632352941176471,0.0
2018,AZ,383,380,0,380,3,0.9921671018276762,0.0
2018,CA,1172,1165,0,1165,7,0.9940273037542662,0.0
2018,CO,381,378,0,378,3,0.9921259842519685,0.0
2018,CT,212,211,0,211,1,0.9952830188679245,0.0
2018,DC,23,22,0,22,1,0.9565217391304348,0.0
2018,DE,34,34,0,34,0,1.0,0.0
2018,FL,586,583,0,583,3,0.9948805460750854,0.0
2018,GA,288,287,0,287,1,0.9965277777777778,0.0
2018,HI,151,151,0,151,0,1.0,0.0
2018,IA,164,163,0,163,1,0.9939024390243902,0.0
2018,ID,125,125,0,125,0,1.0,0.0
2018,IL,644,642,0,642,2,0.9968944099378882,0.0
2018,IN,323,321,0,321,2,0.9938080495356038,0.0
2018,KS,167,167,0,167,0,1.0,0.0
2018,KY,392,384,0,384,8,0.9795918367346939,0.0
2018,LA,120,119,0,119,1,0.9916666666666667,0.0
2018,MA,388,383,0,383,5,0.9871134020618557,0.0
2018,MD,380,375,0,375,5,0.9868421052631579,0.0
2018,ME,161,155,0,155,6,0.9627329192546584,0.0
2018,MI,437,432,0,432,5,0.988558352402746,0.0
2018,MN,362,362,0,362,0,1.0,0.0
2018,MO,256,255,0,255,1,0.99609375,0.0
2018,MS,72,70,0,70,2,0.9722222222222222,0.0
2018,MT,66,66,0,66,0,1.0,0.0
