listing_id,directory_year,survey_year,state,state_fips,census_region,census_division,has_warning,county_fips,geocode_method,geocode_confidence,ownership,center_type,setting,payment,service_family,ownership_mask,center_type_mask,setting_mask,payment_mask,service_family_mask,service_codes
Lecd83e1e7ce2cc7e286,2022,2021,AL,01,South,East South Central,False,01117,zip_crosswalk,low,private_forprofit,substance_use|detoxification|cooccurring,outpatient,medicare|medicaid|private_insurance|self_pay,substance_use_treatment|detoxification|cooccurring|outpatient_treatment|opioid_treatment_program|methadone|buprenorphine|naltrexone|telehealth,4,19,1,27,3995,ACC|ACM|ADLT|ADM|ADTX|AH|ANG|AOSS|AUPC|BABA|BDTX|BERI|BIA|BMW|BSDM|BU|BUM|BWN|BWON|CARF|CBT|CDTX|CJ|CLND|CM|CMHA|CMI|CO|COPSU|CSAA|DAOF|DAUT|DB|DEA|DM|DP|DSF|DT|DU|DV|DVFP|EIH|EMP|FCO|FEM|FSA|GCO|GL|HAEC|HAV|HBT|HBV|HCT|HEOH|HIVT|HS|HV|ICO|ISC|LFXD|MALE|MC|MCO|MD|MDET|MDTX|METH|MF|MHCV|MHIV|MHPA|MHS|MM|MMD|MMW|MN|MOTI|MST|MU|MXM|NOE|NRT|NSC|NU|NXN|OD|ODTX|OFD|OIT|OMB|OP|OPC|ORT|OTP|PEER|PI|PIEC|PMAT|PVTP|PW|RC|RELP|RPN|SA|SACA|SAE|SAMF|SE|SF|SHG|SMHD|SMPD|SNR|SOTP|SPS|SSA|SSD|STAG|STDT|STMH|STU|SUMH|TAEC|TAY|TBS|TCC|TELE|TGD|TOD|TRC|TRMA|TWFA|UB|ULC|UN|VET|VOC|VPPD|VTRL|WN|XA|YAD
Ld275f5e6ef6386d7066,2022,2021,AL,01,South,East South Central,False,01123,zip_crosswalk,low,private_nonprofit,substance_use|transitional_housing|cooccurring,residential,self_pay,substance_use_treatment|transitional_housing|cooccurring|residential_treatment|buprenorphine,2,21,2,16,557,ACC|ACMA|ADLT|AH|ANG|AOSS|AUPC|AURPE|BABA|BU|CBT|CM|CMI|DAOF|DAUT|DP|EIH|FCO|FQHC|FSA|GCO|HAEC|HEOH|HH|HIVT|ICO|ISC|MALE|MN|MOA|MOTI|MXM|NOE|OFD|OPC|PC|PEER|PVTN|RC|RELP|RES|RL|RPE|SA|SACA|SAE|SF|SHG|SMPD|SSD|STAG|STMH|SUMH|TA|TAEC|TBS|TCC|TRC|TWFA|VOC|VPPD|YAD
L78ba99e0ae21e62faab,2022,2021,AL,01,South,East South Central,False,01039,zip_crosswalk,low,private_nonprofit,substance_use,outpatient,medicaid|self_pay|payment_assistance|sliding_fee,substance_use_treatment|outpatient_treatment|telehealth,2,1,1,210,2065,ACC|ACMA|ADLT|AH|AUPC|BABA|BIA|CBT|CM|CSAA|DAUT|DP|DU|FCO|FEM|FSA|GCO|HAEC|HEOH|ICO|ISC|MALE|MD|MN|MOA|OP|OPC|ORT|PA|PC|PEER|PVTN|RELP|SA|SACA|SAE|SAMF|SF|SHG|SMHD|SMPD|SS|SSA|SSD|STAG|STU|TAEC|TBS|TCC|TELE|TWFA|VPPD|WN|YAD
L50ee237a5e990e47a68,2022,2021,AL,01,South,East South Central,False,01039,zip_crosswalk,low,private_nonprofit,substance_use,residential,self_pay|payment_assistance|sliding_fee,substance_use_treatment|residential_treatment,2,1,2,208,33,ACMA|ADLT|AH|AUPC|CBT|CM|DAUT|DP|FCO|FSA|GCO|HAEC|HEOH|HIVT|ICO|MALE|MCO|MN|NOOP|PA|PEER|PVTN|RELP|RES|RS|SA|SACA|SAE|SAMF|SF|SHG|SMPD|SS|STMH|TAEC|TBS|TWFA|VPPD|YAD
L3587de2bde1dd67e9e8,2022,2021,AL,01,South,East South Central,False,01015,zip_crosswalk,low,private_nonprofit,substance_use|transitional_housing,residential,self_pay,substance_use_treatment|transitional_housing|residential_treatment|telehealth,2,5,2,16,2085,ACC|ACMA|ADLT|AH|ANG|AOSS|AURPE|BABA|BIA|CBT|CM|CMI|CSAA|DAOF|DAUT|DP|EIH|EMP|FCO|FSA|GCO|HAEC|HCT|HEOH|HH|HIVT|ICO|ISC|MALE|MCO|MN|MOA|MOTI|MXM|NOE|OFD|OPC|PC|PEER|PVTN|RELP|RES|RL|RPE|SA|SACA|SAE|SAMF|SF|SMPD|SSA|SSD|STAG|STMH|STU|TAEC|TBS|TCC|TELE|TRC|TWFA|VPPD|YAD
L6a77912d469ecfcc511,2022,2021,AL,01,South,East South Central,False,01083,zip_crosswalk,low,private_forprofit,substance_use|detoxification,outpatient,self_pay,substance_use_treatment|detoxification|outpatient_treatment|buprenorphine|telehealth,4,3,1,16,2579,ACC|AOSS|BU|BUM|BWN|BWON|CHLD|CLND|CM|CSAA|DAOF|DAUT|DP|DT|DVFP|FCO|FEM|HAEC|HS|ICO|MALE|MCO|MDET|MHPA|MHS|NAUT|NOE|OD|ODTX|OMB|OP|OPC|ORT|OUDO|PEER|PVTP|SA|SACA|SAE|SF|SMHD|SMPD|SSA|SSD|STAG|STU|TAEC|TELE|UB|VPPD
L2de0de9b2e40bbef2fd,2022,2021,AL,01,South,East South Central,False,01133,zip_crosswalk,low,private_forprofit,substance_use|cooccurring,residential,military_insurance|sliding_fee,substance_use_treatment|cooccurring|residential_treatment|naltrexone,4,17,2,132,1065,ACC|ADLT|ADM|ANG|AOSS|AUINPE|AUPC|AURPE|BABA|BIA|CARF|CBT|CCC|CJ|CM|CMHA|CMI|CO|COPSU|CSAA|DAOF|DAUT|DP|DU|DV|DVFP|EIH|EMP|FCO|FEM|GCO|HAEC|HBT|HCT|HEOH|HIVT|HS|ICO|INPE|ISC|ITU|MALE|MCO|MF|MHPA|MHS|MI|MMD|MN|MOA|MOTI|MST|NOE|NRT|NSC|NU|NXN|OFD|OPC|PEER|PIEC|PMAT|PVTP|RC|RELP|RES|RL|RPE|RPN|RS|SA|SACA|SAE|SHG|SMHD|SMPD|SPS|SS|SSA|SSD|STDT|STMH|STU|SUMH|TA|TAEC|TBS|TCC|TGD|TOD|TRC|TRMA|TWFA|UN|VET|VPPD|WN|YAD
Lc0bbfb992a7f656eda5,2022,2021,AL,01,South,East South Central,False,01083,zip_crosswalk,low,private_forprofit,substance_use|cooccurring,outpatient,medicare|medicaid|military_insurance|private_insurance|self_pay|state_financed,substance_use_treatment|cooccurring|outpatient_treatment|buprenorphine|naltrexone|telehealth,4,17,1,63,3609,ACC|ACM|ADLT|ANG|AOSS|AUINPE|BABA|BERI|BIA|BMW|BU|BUM|BWN|BWON|CBT|CLND|CM|CMHA|CMI|CSAA|DAOF|DAUT|DB|DP|DSF|FCO|FEM|GCO|HAEC|HBT|HCT|HEOH|HIVT|HS|ICO|JC|LFXD|MALE|MC|MCO|MD|MHCV|MHPA|MHS|MI|MMD|MOTI|MST|NOE|NRT|NSC|NU|NXN|OMB|OP|OPC|ORT|PEER|PI|PMAT|PVTP|RELP|RPN|SA|SACA|SAE|SF|SI|SMHD|SMPD|SSA|STDH|STDT|STU|SUMH|TA|TAEC|TBS|TCC|TELE|TGD|TOD|TRC|UB|UN|VPPD|VTRL|YAD
Ldd37883d1a35fc8a837,2022,2021,AL,01,South,East South Central,False,01055,zip_crosswalk,low,private_nonprofit,substance_use|cooccurring,outpatient,medicaid|military_insurance|private_insurance|self_pay|sliding_fee,substance_use_treatment|cooccurring|outpatient_treatment|telehealth,2,17,1,158,2073,ACC|ACMA|ADLT|ADTX|AH|ANG|AOSS|AUINPE|AURPE|BDTX|BIA|CBT|CDTX|CM|CMHA|CSAA|DAOF|DAUT|DP|FCO|FEM|FQHC|FSA|GCO|HAEC|HEOH|HS|ICO|INPE|ISC|MALE|MCO|MD|MDTX|MHS|MI|MMD|MOA|MOTI|NOE|ODTX|OFD|OIT|OP|OPC|ORT|PEER|PI|PVTN|RELP|RPE|SA|SACA|SAE|SAMF|SF|SMHD|SMPD|SPS|SS|SSA|SSD|STAG|STMH|STU|SUMH|TA|TAEC|TBS|TCC|TELE|TRC|VPPD|YAD
Lb1822a3d4a92ce919ab,2022,2021,AL,01,South,East South Central,False,01055,zip_crosswalk,low,private_nonprofit,substance_use,outpatient,medicaid|private_insurance|self_pay|payment_assistance|sliding_fee,substance_use_treatment|outpatient_treatment|telehealth,2,1,1,218,2065,ACC|ACMA|ADLT|AH|ANG|AOSS|AUPC|BIA|CBT|CM|CMI|CSAA|DAUT|DP|FCO|FEM|FSA|GCO|HAEC|HEOH|ICO|ISC|MALE|MD|MOA|MOTI|MXM|NOE|OFD|OIT|OP|OPC|ORT|PA|PC|PEER|PI|PVTN|RELP|RPE|SA|SACA|SAE|SF|SMHD|SMPD|SS|SSA|SSD|STAG|STMH|STU|TAEC|TBS|TCC|TELE|TRC|VPPD|YAD
